"","pr_land_cover_Year","pr_Treatment","pr_Croptype","pr_yield_control_kgha","pr_yield_treatm_kgha","pr_yield_control_kgha_sd","pr_yield_treatm_kgha_sd","pr_yield_control_kgha_n","pr_yield_treatm_kgha_n","DatasetID","Source","Country","SiteRegion","QualityOfDataPoint","pr_pub_Year","pr_Longitude","pr_Latitude","nat.hab.1000","nat.hab.2000","nat.hab.5000","nat.hab.wo.grass.1000","nat.hab.wo.grass.2000","nat.hab.wo.grass.5000","cropland.1000","cropland.2000","cropland.5000","crop.peri.area.ratio.1000","crop.peri.area.ratio.2000","crop.peri.area.ratio.5000","crop.edgelength.1000","crop.edgelength.2000","crop.edgelength.5000","inert.1000","inert.2000","inert.5000"
"900",2014,"Straw return","Rice",9045,10205,445.477272147525,558.614357137373,2,2,"D331","Li et al. (2021)","China",NA,NA,2021,112.4,32.1,0.007484924,0.007484924,0.007484924,0.007316676,0.007316676,0.007316676,0.919170654,0.919170654,0.919170654,6.10099255171042,23.920505625211,227.720284934093,55730.04028,218503.91239,2080130.494241,0.073344422,0.073344422,0.073344422
"901",2014,"Substituting Mineral Fertilizers with Manure Nitrogen","Vegetables",40.11,39.89,NA,1.87741844030573,1,3,"D669","Li et al. (2021)","China","Hainan","Control and Treatment not paired",2021,110.1180556,18.98055556,0.959905899,0.959905899,0.959905899,0.959905899,0.959905899,0.959905899,0.038326753,0.038326753,0.038326753,2.48517051372652,98.8658274264714,853.838348334144,944.3376239,37567.9334843,324449.237027,0.001767348,0.001767348,0.001767348
"902",2014,"Substituting Mineral Fertilizers with Manure Nitrogen","Vegetables",3.585,4.37666666666667,0.445477272147525,0.32316146634977,2,3,"D669","Li et al. (2021)","China","Zhejiang","Control and Treatment not paired",2021,119.225,29.08333333,0.122237617,0.122237617,0.122237617,0.121998754,0.121998754,0.121998754,0.607110879,0.607110879,0.607110879,18.0568282198362,76.2445292678528,603.057338106474,108876.62924,459728.98693,3636233.8619,0.270651504,0.270651504,0.270651504
"903",2014,"Straw return","Wheat",4715,5660,106.066017177982,197.989898732233,2,2,"D331","Li et al. (2021)","China",NA,NA,2021,112.4,32.1,0.007484924,0.007484924,0.007484924,0.007316676,0.007316676,0.007316676,0.919170654,0.919170654,0.919170654,6.10099255171042,23.920505625211,227.720284934093,55730.04028,218503.91239,2080130.494241,0.073344422,0.073344422,0.073344422
"904",2015,"Straw return","Wheat",8297.94,9491.1825,661.180518113876,616.774926823662,4,4,"D331","Li et al. (2022)",NA,NA,NA,2022,117.2,36.3,0.511604125,0.511604125,0.511604125,0.18077267,0.18077267,0.18077267,0.434458371,0.434458371,0.434458371,35.3971455136156,108.276808999519,683.256558443669,152970.06726,467922.21562,2952718.3671,0.053937504,0.053937504,0.053937504
"905",2001,"Liming","Upland Arable Land",1970,2045,0,77.7817459305202,2,2,"D973","Li et al., 2008","China","Jixi",NA,2008,115.6666667,23.5,0.891102398,0.891102398,0.891102398,0.891102398,0.891102398,0.891102398,0.083803071,0.083803071,0.083803071,19.44042390495,65.0360870729152,522.214172952503,16163.702948,54074.1291181,434193.966557,0.0250945309999999,0.0250945309999999,0.0250945309999999
"906",2001,"Liming","Upland Arable Land",1970,2135,0,35.3553390593274,2,2,"D973","Li et al., 2008","China","Jixi",NA,2008,102.8166667,24.86666667,0.333921545,0.333921545,0.333921545,0.100974335,0.100974335,0.100974335,0.272999074,0.272999074,0.272999074,34.8805374490932,109.531007776069,968.524581225807,94499.779128,296745.88752,2623966.4208,0.393079381,0.393079381,0.393079381
"907",2004,"Straw addition","Rice",4685.66666666667,4987,48.839874419713,78.3517708797957,3,3,"D921B","Li et al., 2011",NA,NA,"Not sure about control-treatment columns",2011,113.38,23.28,0.627804026,0.627804026,0.627804026,0.627795726,0.627795726,0.627795726,0.18098626,0.18098626,0.18098626,28.1205463478362,82.6365988133088,899.307557596455,50494.42432,148385.71887,1614834.1090447,0.191209714,0.191209714,0.191209714
"908",2008,"integrated biochar solutions","Rice",8100,8100,0,0,2,2,"D921A","Li et al., 2015","China",NA,"Not sure about control-treatment columns",2015,118.6,31.97,0.223758693,0.223758693,0.223758693,0.222075112,0.222075112,0.222075112,0.606061457,0.606061457,0.606061457,14.553567691662,72.9266624398521,519.267155884885,87653.6170695,439224.654675,3127456.12643,0.17017985,0.17017985,0.17017985
"909",2008,"Liming","Rice",6600,6935,0,49.4974746830583,2,2,"D973","Li et al., 2015","China","Zhuzhou",NA,2015,99.103075,25.569025,0.993675481,0.993675481,0.993675481,0.791572135,0.791572135,0.791572135,0.003565671,0.003565671,0.003565671,26.7908246000579,109.471249456968,620.210785213807,948.1393283,3874.2367388,21949.5385482,0.00275884800000004,0.00275884800000004,0.00275884800000004
"910",2008,"Liming","Rice",6600,6910,0,28.2842712474619,2,2,"D973","Li et al., 2015","China","Zhuzhou",NA,2015,115.1258333,29.52805556,0.855766191,0.855766191,0.855766191,0.855758331,0.855758331,0.855758331,0.127018244,0.127018244,0.127018244,6.74268627130719,15.312879031169,401.787542425771,8506.766377,19319.167352,506906.68660495,0.017215565,0.017215565,0.017215565
"911",2008,"Straw addition","Wheat",163.2,159.4,6.1400325732035,8.04984471899924,5,5,"D921B","Li et al., 2015",NA,NA,"Not sure about control-treatment columns",2015,116.55,33.16,0.003596906,0.003596906,0.003596906,0.003256719,0.003256719,0.003256719,0.90196972,0.90196972,0.90196972,9.88921045130507,32.4417850830835,276.653639680957,88663.46847,290862.572193,2480387.22401,0.094433374,0.094433374,0.094433374
"912",2008,"Straw addition","Wheat",4065,4085,NA,NA,1,1,"D921B","Li et al., 2015",NA,NA,"Not sure about control-treatment columns",2015,107.75,35.2,0.256951254,0.256951254,0.256951254,0.048775793,0.048775793,0.048775793,0.666210881,0.666210881,0.666210881,12.3736730052174,52.142558327448,507.260151236134,81977.994278,345454.607246,3360697.32552,0.076837865,0.076837865,0.076837865
"913",2010,"Straw addition","Rice",9072.91666666667,9476.66666666667,725.276305760067,815.415826248773,12,12,"D921B","Li et al., 2017",NA,NA,"Not sure about control-treatment columns",2017,120.07,31.68,0.064576595,0.064576595,0.064576595,0.064338363,0.064338363,0.064338363,0.378117768,0.378117768,0.378117768,35.6392546108347,92.8735017353264,938.482599061681,133910.9836055,348963.021367,3526255.7904,0.557305637,0.557305637,0.557305637
"914",2013,"integrated biochar solutions","Maize",10010,10010,169.705627484771,169.705627484771,2,2,"D921A","Li et al., 2020","China",NA,"Not sure about control-treatment columns",2020,108.08,34.3,0.002955062,0.002955062,0.002955062,0.00019566,0.00019566,0.00019566,0.6966352,0.6966352,0.6966352,14.6248260623512,61.9216563373805,455.97959521837,101296.13535,428888.826076,3158257.786941,0.300409738,0.300409738,0.300409738
"915",2013,"integrated biochar solutions","Wheat",5980,5980,537.401153701776,537.401153701776,2,2,"D921A","Li et al., 2020","China",NA,"Not sure about control-treatment columns",2020,108.08,34.3,0.002955062,0.002955062,0.002955062,0.00019566,0.00019566,0.00019566,0.6966352,0.6966352,0.6966352,14.6248260623512,61.9216563373805,455.97959521837,101296.13535,428888.826076,3158257.786941,0.300409738,0.300409738,0.300409738
"916",2014,"integrated biochar solutions","Maize",9947.5,9947.5,248.243831746128,248.243831746128,4,4,"D921A","Li et al., 2021","China",NA,"Not sure about control-treatment columns",2021,108.08,34.3,0.00248794,0.00248794,0.00248794,0.0002106,0.0002106,0.0002106,0.691754664,0.691754664,0.691754664,15.6364594718975,62.5598694819192,461.245893042839,107544.26881,430273.581585,3172351.925195,0.305757396,0.305757396,0.305757396
"917",2007,"Straw addition","Maize",4998,5401,0,183.847763108502,2,2,"D921B","Li, 2014",NA,NA,"Not sure about control-treatment columns",2014,104.79,31.67,0.02775774,0.02775774,0.02775774,0.026060995,0.026060995,0.026060995,0.917260962,0.917260962,0.917260962,9.17131394785654,36.0666264568515,346.059673267002,83594.63592,328739.86482905,3154262.579803,0.054981298,0.054981298,0.054981298
"918",2007,"Straw addition","Maize",5630,6047.5,0,225.567063198509,2,2,"D921B","Li, 2014",NA,NA,"Not sure about control-treatment columns",2014,104.93,31.81,0.085881067,0.085881067,0.085881067,0.084003377,0.084003377,0.084003377,0.885836444,0.885836444,0.885836444,8.06678064961591,32.6973149384208,264.933637518727,71010.62567,287829.4194868,2332169.942185,0.028282489,0.028282489,0.028282489
"919",2007,"Straw addition","Rice",8549,8968,0,223.445742854949,2,2,"D921B","Li, 2014",NA,NA,"Not sure about control-treatment columns",2014,104.85,31.37,0.068873828,0.068873828,0.068873828,0.06326706,0.06326706,0.06326706,0.759156728,0.759156728,0.759156728,18.3822055916559,74.0872195571539,489.056521769781,138662.3627,558861.6044166,3689096.635565,0.171969444,0.171969444,0.171969444
"920",2007,"Straw addition","Rice",7929,8645.5,0,403.757972057519,2,2,"D921B","Li, 2014",NA,NA,"Not sure about control-treatment columns",2014,104.41,31.43,0.005823089,0.005823089,0.005823089,0.001630812,0.001630812,0.001630812,0.927533354,0.927533354,0.927533354,4.14943941269011,24.1945854240633,280.339865394958,38243.48908,222990.45038,2583764.579893,0.066643557,0.066643557,0.066643557
"921",2009,"Straw addition","Maize",4868,5665.5,0,235.980931433029,4,4,"D921B","Li, 2016",NA,NA,"Not sure about control-treatment columns",2016,103.7,36.095,0.301107241,0.301107241,0.301107241,0.037151259,0.037151259,0.037151259,0.123057747,0.123057747,0.123057747,3.31567870057704,19.3337018272224,904.019468931561,4058.434997,23664.70916,1106531.8995,0.575835012,0.575835012,0.575835012
"922",2009,"Straw addition","Rice",8606,9104,0,67.8822509939086,2,2,"D921B","Li, 2016",NA,NA,"Not sure about control-treatment columns",2016,119.42,32.39,0.028596625,0.028596625,0.028596625,0.023656148,0.023656148,0.023656148,0.187700312,0.187700312,0.187700312,10.2074889892645,38.0505862097052,1093.0497367589,19041.9399201,70982.881029,2039070.27859,0.783703063,0.783703063,0.783703063
"923",2009,"Straw addition","Wheat",6428,6591,0,96.1665222413705,2,2,"D921B","Li, 2016",NA,NA,"Not sure about control-treatment columns",2016,119.42,32.39,0.028596625,0.028596625,0.028596625,0.023656148,0.023656148,0.023656148,0.187700312,0.187700312,0.187700312,10.2074889892645,38.0505862097052,1093.0497367589,19041.9399201,70982.881029,2039070.27859,0.783703063,0.783703063,0.783703063
"924",2010,"Straw addition","Maize",11149,12173.75,0,907.475022613111,4,4,"D921B","Li, 2017",NA,NA,"Not sure about control-treatment columns",2017,123.57,41.82,0.135891886,0.135891886,0.135891886,0.126198548,0.126198548,0.126198548,0.460625755,0.460625755,0.460625755,35.0541136506069,109.96431156553,797.051847729743,160816.64021,504479.7682017,3656609.364101,0.403482359,0.403482359,0.403482359
"925",2009,"Green Manure","Rice",7790,6790,NA,NA,1,1,"D309","Lian  et al. (2016)","China","Hubei",NA,2016,114.0833333,32.11666667,0.159172558,0.159172558,0.159172558,0.150310046,0.150310046,0.150310046,0.37699877,0.37699877,0.37699877,2.17760788436315,38.0130014015874,747.30588619969,8158.6432379,142419.817206,2799862.252,0.463828672,0.463828672,0.463828672
"926",2009,"Green Manure","Rice",7470,7500,NA,NA,1,1,"D309","Lian  et al. (2016)","China","Hubei",NA,2016,114.0526523,32.13643567,0.260480126,0.260480126,0.260480126,0.247377021,0.247377021,0.247377021,0.379821447,0.379821447,0.379821447,12.9016853125377,58.454874320869,654.269216252474,48699.766051,220648.592413,2469658.57514,0.359698427,0.359698427,0.359698427
"927",2009,"Green Manure","Rice",6845,7285,2199.10208949016,2057.68073325285,2,2,"D309","Lian  et al. (2016)","China","Hubei",NA,2016,114.0453333,32.18366667,0.296946175,0.296946175,0.296946175,0.281931336,0.281931336,0.281931336,0.579777906,0.579777906,0.579777906,14.8785978528891,66.8508981605979,451.67970744885,85728.553238,385186.214362,2602519.95715,0.123275919,0.123275919,0.123275919
"928",2009,"Green Manure","Rice",7515,7550,332.340187157677,1216.22366364086,2,2,"D309","Lian  et al. (2016)","China","Hubei",NA,2016,114.0462533,32.19657667,0.307763134,0.307763134,0.307763134,0.292188882,0.292188882,0.292188882,0.637775638,0.637775638,0.637775638,17.3840268867938,53.2362430283241,406.086745540207,110186.904058,337432.566181,2573939.94852,0.054461228,0.054461228,0.054461228
"929",2009,"Straw return","Rice",7137.5,8142.5,505.659635196114,569.58318093146,4,4,"D309","Lian  et al. (2016)","China","Hubei",NA,2016,110.042954,29.892721,0.920788177,0.920788177,0.920788177,0.91968985,0.91968985,0.91968985,0.045399939,0.045399939,0.045399939,58.6998638356089,213.174152844021,658.185736509787,26472.25892,96136.53253,296826.2973,0.033811884,0.033811884,0.033811884
"930",2009,"Straw return","Rice",6522.5,7162.5,1133.11885225396,1169.99643874102,4,4,"D309","Lian  et al. (2016)","China","Hubei",NA,2016,115.413198,30.782915,0.677777873,0.677777873,0.677777873,0.660510979,0.660510979,0.660510979,0.244132007,0.244132007,0.244132007,16.8237577500832,65.7396899313942,498.29562854078,40806.425782,159453.18626,1208627.93471,0.07809012,0.07809012,0.07809012
"931",2009,"Straw return","Rice",8325,9027.5,414.608248832558,708.396075652597,4,4,"D309","Lian  et al. (2016)","China","Hubei",NA,2016,113.934408,30.913545,0.031584212,0.031584212,0.031584212,0.029717342,0.029717342,0.029717342,0.573427414,0.573427414,0.573427414,8.39686024606992,66.1390132220443,647.10810816983,47839.0729747,376810.973064,3686741.36547,0.394988374,0.394988374,0.394988374
"932",2009,"Straw addition","Rice",7750,9013.33333333333,0,909.96336922611,3,3,"D921B","Lian, 2016",NA,NA,"Not sure about control-treatment columns",2016,114.55,31.02,0.088311574,0.088311574,0.088311574,0.083666029,0.083666029,0.083666029,0.870254793,0.870254793,0.870254793,6.56087503589924,25.2199775975748,253.450381129648,56729.0074173,218066.079352,2191474.2275,0.0414336329999999,0.0414336329999999,0.0414336329999999
"933",2009,"Straw addition","Rice",6380,6996.66666666667,0,428.145224583124,3,3,"D921B","Lian, 2016",NA,NA,"Not sure about control-treatment columns",2016,115.8,31.4,0.986410205,0.986410205,0.986410205,0.979616713,0.979616713,0.979616713,0.010940476,0.010940476,0.010940476,0.412844104742866,20.7209862924837,468.708486347995,44.88033437,2252.5810169,50953.358296,0.00264931899999998,0.00264931899999998,0.00264931899999998
"934",2009,"Straw addition","Rice",8400,8740,0,180,3,3,"D921B","Lian, 2016",NA,NA,"Not sure about control-treatment columns",2016,114.55,31.62,0.903340625,0.903340625,0.903340625,0.893317456,0.893317456,0.893317456,0.090537804,0.090537804,0.090537804,0.841910830181495,22.7966380057841,386.020026150703,757.4384031,20509.356179,347289.0259758,0.00612157099999999,0.00612157099999999,0.00612157099999999
"935",2009,"Straw addition","Rice",7535,7673.33333333333,0,880.814017448254,3,3,"D921B","Lian, 2016",NA,NA,"Not sure about control-treatment columns",2016,110.05,32.31,0.442915045,0.442915045,0.442915045,0.437253891,0.437253891,0.437253891,0.502692629,0.502692629,0.502692629,11.9326205188773,50.8077127233475,380.798430395801,59615.00351,253833.7633,1902457.195277,0.054392326,0.054392326,0.054392326
"937",2010,"Substituting Mineral Fertilizers with Manure Nitrogen","Vegetables",NA,2.15,NA,NA,0,1,"D669","Liang (2017)","China","Jiangsu","Control and Treatment not paired",2017,118.8666667,31.4,0.718101473,0.718101473,0.718101473,0.707527506,0.707527506,0.707527506,0.218115793,0.218115793,0.218115793,15.8118841589794,89.3151311673049,864.155781402828,34268.89953289,193571.57097569,1872874.058266,0.063782734,0.063782734,0.063782734
"938",2001,"Straw return","Maize",9953.88666666667,10087.22,36.4088029648509,19.494145274928,3,3,"D331","Liang et al. (2008)",NA,NA,NA,2008,123.25,41.48,0.036544887,0.036544887,0.036544887,0.032669197,0.032669197,0.032669197,0.853919977,0.853919977,0.853919977,8.51804896363183,33.3414990497749,260.536681913153,72437.07817,283534.50224167,2215591.39592558,0.109535136,0.109535136,0.109535136
"939",2006,"Straw return","Rice",5485,6050,827.314933988261,763.675323681471,2,2,"D309","Liao  et al. (2013)","China","Hunan",NA,2013,113.3333333,28.61666667,0.857657902,0.857657902,0.857657902,0.857642002,0.857642002,0.857642002,0.124573183,0.124573183,0.124573183,0.36957326036059,4.67892787454477,467.699022875335,457.21117124,5788.454748,578605.7623,0.017768915,0.017768915,0.017768915
"940",2006,"Straw return","Rice",5585,6450,700.035713374682,862.670273047588,2,2,"D309","Liao  et al. (2013)","China","Hunan",NA,2013,113.5267563,28.67243567,0.923491922,0.923491922,0.923491922,0.923436422,0.923436422,0.923436422,0.044890921,0.044890921,0.044890921,9.67411856743373,71.7102276124302,731.095636990893,4312.8090867,31969.064582,325929.01198,0.031617157,0.031617157,0.031617157
"941",2008,"Green Manure","Rice",6349,6979,NA,NA,1,1,"D309","Liao  et al. (2015)","China","Hunan",NA,2015,121.584216,31.62017238,0.011175814,0.011175814,0.011175814,0.011160414,0.011160414,0.011160414,0.806512708,0.806512708,0.806512708,17.977878758732,76.0576506776669,480.800434087314,144078.8240385,609543.3736,3853244.42723,0.182311478,0.182311478,0.182311478
"942",2008,"Slow Release Fertilizer","Rice",6420,6453,100.40916292849,0,2,2,"D309","Liao  et al. (2015)","China","Hunan",NA,2015,112.4666667,29.6,0.167313954,0.167313954,0.167313954,0.167313954,0.167313954,0.167313954,0.79162261,0.79162261,0.79162261,5.25714048918234,24.3114261419071,301.926695859963,41336.94047,191160.950946,2374052.182693,0.041063436,0.041063436,0.041063436
"943",2011,"integrated biochar solutions","Rice",5300,5300,NA,NA,1,1,"D921A","Liao et al., 2018","China",NA,"Not sure about control-treatment columns",2018,115.15,28.52,0.630574873,0.630574873,0.630574873,0.630455863,0.630455863,0.630455863,0.348886097,0.348886097,0.348886097,2.31953611426449,13.9267277051836,249.499779170914,8036.564184,48252.33821,864449.1357,0.02053903,0.02053903,0.02053903
"944",2011,"Liming","Rice",6510,8210,NA,NA,1,1,"D973","Liao et al., 2018","China","Zengjia",NA,2018,90.83333333,25.25,0.99863983,0.99863983,0.99863983,0.988696906,0.988696906,0.988696906,0.001164205,0.001164205,0.001164205,0,76.7932200846571,422.287149606377,0,887.2929843,4879.23835975,0.000195964999999965,0.000195964999999965,0.000195964999999965
"945",2013,"integrated biochar solutions","Maize",10975.7142857143,10975.7142857143,981.245004186904,981.245004186904,14,14,"D921A","Liao et al., 2020","China",NA,"Not sure about control-treatment columns",2020,114.4,35,0.005318583,0.005318583,0.005318583,0.0040456,0.0040456,0.0040456,0.816879846,0.816879846,0.816879846,4.61778370066134,30.8200864701618,260.63332546609,37510.95043892,250356.1905552,2117163.64127,0.177801571,0.177801571,0.177801571
"946",2013,"integrated biochar solutions","Wheat",7408.125,7408.125,1652.80859448395,1652.80859448395,16,16,"D921A","Liao et al., 2020","China",NA,"Not sure about control-treatment columns",2020,114.4,35,0.005318583,0.005318583,0.005318583,0.0040456,0.0040456,0.0040456,0.816879846,0.816879846,0.816879846,4.61778370066134,30.8200864701618,260.63332546609,37510.95043892,250356.1905552,2117163.64127,0.177801571,0.177801571,0.177801571
"947",2004,"Organic Fertilizer","Rice",6612,6658.5,0,202.001237619971,4,4,"D309","Lin  et al. (2011)","China","Fujian",NA,2011,119.08,26.22,0.854463888,0.854463888,0.854463888,0.85424514,0.85424514,0.85424514,0.112272441,0.112272441,0.112272441,38.9453122815092,143.455907528415,509.693459775757,43402.535781,159874.18754,568026.9929627,0.0332636710000001,0.0332636710000001,0.0332636710000001
"948",2000,"Organic Fertilizer","Rice",6805.5,7580.625,0,643.348321284823,4,4,"D309","Liu  et al. (2007)","China","Zhejiang",NA,2007,119.3,27.58,0.984979789,0.984979789,0.984979789,0.984979789,0.984979789,0.984979789,0.012880847,0.012880847,0.012880847,37.2812337716849,142.041037947611,347.005756622813,4767.993538,18165.996201,44379.46489,0.00213936399999992,0.00213936399999992,0.00213936399999992
"949",2001,"Slow Release Fertilizer","Rice",6562,7355,NA,NA,1,1,"D309","Liu  et al. (2008)","China","Guangxi",NA,2008,110.781721,24.15588407,0.843330531,0.843330531,0.843330531,0.843330531,0.843330531,0.843330531,0.108448438,0.108448438,0.108448438,31.1230690415981,114.979831870808,633.828530485782,33491.72915,123730.51583,682066.8438,0.048221031,0.048221031,0.048221031
"950",2001,"Slow Release Fertilizer","Rice",7949,8861,NA,NA,1,1,"D309","Liu  et al. (2008)","China","Guangxi",NA,2008,110.9309752,24.20890689,0.924587899,0.924587899,0.924587899,0.924587899,0.924587899,0.924587899,0.069992442,0.069992442,0.069992442,54.6290296292954,153.724885964826,551.001032460355,37940.472279,106763.65321,382676.381763,0.00541965899999997,0.00541965899999997,0.00541965899999997
"951",2002,"Slow Release Fertilizer","Rice",8701,9114.75,0,264.420592995326,4,4,"D309","Liu  et al. (2009)","China","Heilongjiang",NA,2009,127.1914915,47.13973083,0.044097015,0.044097015,0.044097015,0.043255729,0.043255729,0.043255729,0.928825906,0.928825906,0.928825906,4.72999158714625,16.8859889433689,173.934823597511,43810.5759039,156403.0055204,1611035.5909,0.027077079,0.027077079,0.027077079
"952",2002,"Slow Release Fertilizer","Rice",7773,8918.75,0,896.92934504341,4,4,"D309","Liu  et al. (2009)","China","Heilongjiang",NA,2009,127.1902041,47.14025628,0.042478984,0.042478984,0.042478984,0.041646674,0.041646674,0.041646674,0.930203597,0.930203597,0.930203597,4.78405006640132,16.3824610216965,169.043274708078,44376.9308899,151963.9908604,1568048.33039,0.0273174190000001,0.0273174190000001,0.0273174190000001
"953",2004,"Green Manure","Rice",8958.8,9361.9,NA,NA,1,1,"D309","Liu  et al. (2011)","China","Henan",NA,2011,114.0833333,32.11666667,0.209105376,0.209105376,0.209105376,0.189301375,0.189301375,0.189301375,0.385325818,0.385325818,0.385325818,1.05510807173707,41.679265298174,701.658428223059,4040.3908957,159605.000247,2686904.21505,0.405568806,0.405568806,0.405568806
"954",2004,"Organic Fertilizer","Rice",8603,8698,NA,NA,1,1,"D309","Liu  et al. (2011)","China","Jiangsu",NA,2011,120.62,31.32,0.06686706,0.06686706,0.06686706,0.06675136,0.06675136,0.06675136,0.105690335,0.105690335,0.105690335,5.32597695743387,35.2770675229169,1146.61676336795,5593.1137125,37046.4708496,1204127.99256,0.827442605,0.827442605,0.827442605
"955",2004,"Slow Release Fertilizer","Rice",6335,6260,309.712770159708,165.462986797652,2,2,"D309","Liu  et al. (2011)","China","Anhui",NA,2011,116.9552226,31.01079312,0.051339901,0.051339901,0.051339901,0.050340691,0.050340691,0.050340691,0.784594278,0.784594278,0.784594278,15.123559857939,56.1146079404115,430.781649659179,117895.629586,437441.124593,3358156.03454,0.164065821,0.164065821,0.164065821
"956",2004,"Straw return","Rice",8603,9141,NA,NA,1,1,"D309","Liu  et al. (2011)","China","Jiangsu",NA,2011,120.6216667,31.34166667,0.086321573,0.086321573,0.086321573,0.086190453,0.086190453,0.086190453,0.146893651,0.146893651,0.146893651,18.104377217124,111.192978474947,1113.65446293194,26425.1839931,162297.486387,1625492.20748,0.766784776,0.766784776,0.766784776
"957",2005,"Slow Release Fertilizer","Rice",6661,6982.75,0,454.284327266526,4,4,"D309","Liu  et al. (2012)","China","Zhejiang",NA,2012,119.4766667,29.02194444,0.341014536,0.341014536,0.341014536,0.340879941,0.340879941,0.340879941,0.543315204,0.543315204,0.543315204,12.7326343384283,50.3512856255173,403.677400406782,68705.783678,271697.47015,2178258.7492,0.11567026,0.11567026,0.11567026
"958",2005,"Slow Release Fertilizer","Rice",8284,8771.5,0,425.376303994475,4,4,"D309","Liu  et al. (2012)","China","Zhejiang",NA,2012,119.4452357,29.07435444,0.158319607,0.158319607,0.158319607,0.158232807,0.158232807,0.158232807,0.718706824,0.718706824,0.718706824,12.4041332306611,49.9088272654965,420.973476714921,88540.117144,356246.85179,3004888.7939,0.122973569,0.122973569,0.122973569
"959",2005,"Slow Release Fertilizer","Rice",9634,8729,0,2435.27575440647,2,2,"D309","Liu  et al. (2012)","China","Ningxia",NA,2012,106.2991667,38.12555556,0.02332183,0.02332183,0.02332183,0.009880923,0.009880923,0.009880923,0.831879623,0.831879623,0.831879623,6.69897271693941,26.4277001379185,243.619633931699,55454.67671696,218770.792097,2016704.44297,0.144798547,0.144798547,0.144798547
"960",2005,"Slow Release Fertilizer","Rice",7098,6409,0,813.17279836453,2,2,"D309","Liu  et al. (2012)","China","Ningxia",NA,2012,106.2591667,38.12655556,0.089349066,0.089349066,0.089349066,0.079861388,0.079861388,0.079861388,0.862333299,0.862333299,0.862333299,7.08072689521467,25.2346335122223,197.467420371275,60761.686262,216545.40658,1694522.83941,0.0483176350000001,0.0483176350000001,0.0483176350000001
"961",2006,"Secondary and Micronutrient Fertilizer","Rice",5389,5768.66666666667,0,180.306221005636,3,3,"D309","Liu  et al. (2013)","China","Guangxi",NA,2013,108.51,21.91,0.44691718,0.44691718,0.44691718,0.445853165,0.445853165,0.445853165,0.498926032,0.498926032,0.498926032,20.4299991240327,74.2099278383998,444.487692966409,101104.14372,367250.6868,2199684.2642339,0.054156788,0.054156788,0.054156788
"962",2006,"Secondary and Micronutrient Fertilizer","Rice",7830,8273.33333333333,0,427.911595231227,3,3,"D309","Liu  et al. (2013)","China","Guangxi",NA,2013,108.75,22.16,0.166566133,0.166566133,0.166566133,0.165897122,0.165897122,0.165897122,0.798315184,0.798315184,0.798315184,13.4091283659301,42.692830030354,264.206654238822,106184.56607,338077.1298,2092206.7540525,0.035118683,0.035118683,0.035118683
"963",2006,"Secondary and Micronutrient Fertilizer","Rice",9861,10844.25,0,196.296332110409,4,4,"D309","Liu  et al. (2013)","China","Guizhou",NA,2013,105.4,25.04,0.823839495,0.823839495,0.823839495,0.716655602,0.716655602,0.716655602,0.160672969,0.160672969,0.160672969,4.64141259904303,25.2190154191871,517.950581827085,7401.1028412,40213.732929,825913.54269,0.015487536,0.015487536,0.015487536
"964",2006,"Secondary and Micronutrient Fertilizer","Rice",9002,9263,0,122.780291578087,3,3,"D309","Liu  et al. (2013)","China","Heilongjiang",NA,2013,133.49,47.61,0.043562953,0.043562953,0.043562953,0.039170971,0.039170971,0.039170971,0.939208441,0.939208441,0.939208441,3.60537539539313,18.9617478643992,162.263138266803,33771.3158667,177613.453881,1519908.21897,0.017228606,0.017228606,0.017228606
"965",2006,"Secondary and Micronutrient Fertilizer","Rice",9114,9345.33333333333,0,284.486086361589,3,3,"D309","Liu  et al. (2013)","China","Heilongjiang",NA,2013,133.53,47.63,0.030296237,0.030296237,0.030296237,0.026477504,0.026477504,0.026477504,0.959649481,0.959649481,0.959649481,3.69632784511782,12.117934548765,116.175484005614,35376.556165,115977.48093,1111884.2016,0.010054282,0.010054282,0.010054282
"966",2006,"Straw return","Rice",8661,8500,NA,NA,1,1,"D309","Liu  et al. (2013)","China","Zhejiang",NA,2013,119.6135413,28.68770081,0.84333473,0.84333473,0.84333473,0.84331093,0.84331093,0.84331093,0.124260854,0.124260854,0.124260854,24.9365330660226,91.9137220567856,463.218792218351,30772.79018,113425.61839,571632.5787,0.032404416,0.032404416,0.032404416
"967",2007,"Green Manure","Rice",10275,10595,NA,NA,1,1,"D309","Liu  et al. (2014)","China","Henan",NA,2014,113.8405004,29.26794107,0.178537664,0.178537664,0.178537664,0.178112345,0.178112345,0.178112345,0.657107705,0.657107705,0.657107705,23.7953467261874,73.8023651755915,484.515276162737,155300.55555,481671.83460536,3162193.53415536,0.164354631,0.164354631,0.164354631
"968",2007,"Secondary and Micronutrient Fertilizer","Rice",8204,9071.5,0,94.0452018978108,2,2,"D309","Liu  et al. (2014)","China","Guizhou",NA,2014,105.99,28.2,0.724390691,0.724390691,0.724390691,0.724152001,0.724152001,0.724152001,0.262162792,0.262162792,0.262162792,29.1252927379063,74.7937834279941,472.736507920386,75821.85092,194710.5956274,1230674.566966,0.013446517,0.013446517,0.013446517
