,X,landcover_map_year,treatment,Lat_long,crop_type,mean_yield_control_kgha,mean_yield_treatment_kgha,yield_SD_control,yield_SD_treatment,replicates_control_summed,replicates_treatment_summed,n_aggregated,ma_id,measurement_id,study_id,control_id,author_year,title,study_pubyear,harvest_year,region,country,yield_unit,soil_type,temperature,precipitation,climate_zone,LRR,LRR_vi,reference,longitude_decimal,latitude_decimal,country_new,crop_type_grouped_small,crop_type_grouped_big,publication_to_harvest_year_difference,harvest_year_by_median,nat.hab.1000,nat.hab.2500,nat.hab.5000,nat.hab.edgelength.1000,nat.hab.edgelength.2500,nat.hab.edgelength.5000,nat.hab.peri.area.ratio.1000,nat.hab.peri.area.ratio.2500,nat.hab.peri.area.ratio.5000,nat.hab.wo.grass.1000,nat.hab.wo.grass.2500,nat.hab.wo.grass.5000,nat.hab.wo.grass.edgelength.1000,nat.hab.wo.grass.edgelength.2500,nat.hab.wo.grass.edgelength.5000,nat.hab.wo.grass.peri.area.ratio.1000,nat.hab.wo.grass.peri.area.ratio.2500,nat.hab.wo.grass.peri.area.ratio.5000,cropland.1000,cropland.2500,cropland.5000,crop.peri.area.ratio.1000,crop.peri.area.ratio.2500,crop.peri.area.ratio.5000,crop.edgelength.1000,crop.edgelength.2500,crop.edgelength.5000,inert.1000,inert.2500,inert.5000,inert.edgelength.1000,inert.edgelength.2500,inert.edgelength.5000,inert.peri.area.ratio.1000,inert.peri.area.ratio.2500,inert.peri.area.ratio.5000,shannon.1000,shannon.2500,shannon.5000,simpsonsevenness.1000,simpsonsevenness.2500,simpsonsevenness.5000,SR,temp_avg_1970-2000,prec_avg_1970-2000
873,873,2007,Biochar application,35.02114.55,Wheat,4500,4800,NA,NA,6,6,2,D921,3200,42,3,Wang et al. 2014,,2014,NA,,China,t/ha,,13.9,615,,0.043485112,0.666666667,,114.55,35.02,China,Wheat,Grains,NA,2007,0,0.009439372,0.010627268,0,618697.5959,2719130.594,NA,3.378746387,3.297370724,0,0.008100819,0.009338763,0,490143.8636,2269442.547,NA,3.11899669,3.131764991,0.816047962,0.867335987,0.863983476,0.364598015,0.229645023,0.217679627,923478.6005,3863884.445,14593648.66,0.183952038,0.123224641,0.125389256,793677.3478,3420260.487,12083998.25,1.390088758,1.430809761,1.241965873,0.420401378,0.586880927,0.514656708,1.338936549,1.432849092,1.344137024,194.827918,14.15372921,49.75
874,874,2007,Biochar application,36.15117.15,Wheat,8440,9180,NA,NA,3,3,1,D921,3264,466,1,Feng 2014,,2014,NA,,China,t/ha,,,,,0.084044896,0.666666667,,117.15,36.15,China,Wheat,Grains,NA,2007,0.002336079,0.002757279,0.006840423,38207.47793,184305.1309,1646369.765,5.268112193,3.444832406,3.100951164,0.000934447,0.000485879,0.002338721,27338.58388,55032.49877,553171.5938,9.423568955,5.837171914,3.047417621,0.729502364,0.58750764,0.553555224,0.425308751,0.636764859,0.654384924,963245.3608,7259073.433,28115364.38,0.268161557,0.409735081,0.439604352,1098539.153,5858524.853,19966912.65,1.319511313,0.736879619,0.585193451,1.088510814,1.039042084,1.055727835,2.842689232,2.551886311,2.497829851,194.8683631,13.24864551,59.83333333
875,875,2007,Biochar application,38.12106.18,Rice,7367.5,9522.5,NA,NA,12,12,4,D921,3252,436,1,Hui 2014,,2014,NA,,China,t/ha,,,,,0.063744326,0.666666667,,106.18,38.12,China,Rice,Grains,NA,2007,0.039665654,0.052385914,0.092912919,390793.4535,2249256.581,9097760.242,3.172002552,2.211785592,1.261002775,0.018437984,0.036471657,0.079454072,206101.5243,1410137.65,5947034.497,3.598890623,1.991702905,0.963922147,0.933191911,0.885068414,0.86511982,0.153277997,0.186735759,0.159461414,444272.9928,3208379.896,10712090.02,0.027142435,0.062545673,0.041967261,292686.6854,2224248.896,7668036.873,3.471802624,1.831912239,2.353050394,0.711499824,0.695506568,0.824047377,1.587484262,1.480717901,1.569051832,186.9680903,9.145979305,17.33333333
876,876,2007,Biochar application,38.19106.19,Rice,3490,3880,NA,NA,6,6,2,D921,3256,436,5,Hui 2014,,2014,NA,,China,t/ha,,,,,0.09557063,0.666666667,,106.19,38.19,China,Rice,Grains,NA,2007,0.007045654,0.0372928,0.085105827,74883.97669,1775558.373,9566331.014,3.421858254,2.452570919,1.447560983,0.000906431,0.009933452,0.061964795,18997.31719,618872.0365,5255833.212,6.747641026,3.209314575,1.092313537,0.981492012,0.947815055,0.890548822,0.051405487,0.086719285,0.128588377,156711.8358,1595613.393,8892189.055,0.011462334,0.014892145,0.024345351,189671.6673,1141552.33,5700095.342,5.327505034,3.948664165,3.015204936,0.423652192,0.527541559,0.791170673,1.276183451,1.301702001,1.505492676,185.3149626,9.027249992,16.75
877,877,2007,Cover crops,37.435783-88.669953,Maize,9673.333333,9426.666667,NA,NA,18,18,3,D473,1495,15,1,,,2014,NA,,USA,Mg/ha,,14.88,1337.31,Temperate,NA,NA,,-88.669953,37.435783,United States of America,Maize,Grains,NA,2007,0.909995128,0.924287215,0.907441932,1391832.712,7765862.017,27226939.38,0.492511432,0.432881215,0.386460451,0.516814064,0.59801973,0.677363278,839493.9614,5123608.484,18313551.83,0.523060104,0.441414341,0.348237879,0.076705843,0.069794522,0.089567252,2.050924497,1.382288505,0.858629882,488550.8545,1872552.562,5970767.687,0.013299029,0.005918263,0.002990816,79929.20265,268868.336,643806.4189,1.93532488,2.340622516,2.772622437,1.613936378,1.501832754,1.579381582,3.493538672,3.073732782,3.167565217,281.4146216,13.61322923,100.75
878,878,2007,Cover crops,40.17-84.12825,Maize,9300,9300,NA,NA,3,3,1,D473,1494,14,1,,,2014,NA,,USA,Mg/ha,,9.4,1100,Cold,NA,NA,,-84.12825,40.17,United States of America,Maize,Grains,NA,2007,0.018015712,0.065306849,0.062904899,141023.7435,1555422.092,6673380.946,2.519054399,1.226320233,1.365572844,0.012275893,0.056087248,0.051634103,62578.27617,983118.8784,3986451.574,1.640466084,0.902518805,0.993809803,0.978654125,0.927230516,0.923354335,0.033253269,0.051746587,0.062541794,101126.9326,931869.4461,4486268.917,0.003330163,0.007462636,0.013740766,70972.98659,812247.3862,4046864.828,6.858423981,5.604158978,3.79106458,0.151637802,0.352303286,0.348131056,1.049399919,1.154819905,1.148868185,235.0202003,10.11124994,78.75
879,879,2007,Erosion simulation,48.23333333127.65,Soybeans,52.37,35.01,0,0,18,18,6,D352,1349,3,1,Liu and Wei 2014,,2014,NA,,,kg/ha,black soil,,,,-0.035964611,0,,127.65,48.23333333,China,Legumes,Vegetables,NA,2007,0.999421984,0.998890167,0.988121224,587460.8929,2236344.532,8749763.556,0.188802876,0.115058109,0.113768311,0.998269004,0.997384531,0.985947531,576812.4561,2111275.219,8117422.404,0.185594707,0.10878737,0.105779026,0.000578016,0.001109833,0.011878776,3.657220076,3.181397149,1.05232795,6581.309689,68703.55392,972943.3894,0,0,0,0,0,0,NA,NA,NA,0.523988079,0.417469753,0.596641471,1.45763778,1.289576893,1.397425342,268.9407908,-0.065395931,48.83333333
880,880,2007,Liming,41.8666666666667-93.0833333333333,Upland Arable Land,7812.5,8330.625,23603.8302,15716.75221,288,288,96,D973,4054,60,1,Pagani and Mallarino. 2014,,2014,2009,Southwest of Iowa,USA,t/ha, Typic Hapludoll,,,,0.023,0.034,,-93.08333333,41.86666667,United States of America,Grassland,Grassland,5,2007,0.139050923,0.184492788,0.185458789,593621.2775,4144881.572,17891821.95,1.373287578,1.15631469,1.241336628,0.03732276,0.038381744,0.045053098,162345.2027,943758.2486,4007783.458,1.39923807,1.265550158,1.144621797,0.858148207,0.806787501,0.80924164,0.060832196,0.11567643,0.113460374,162281.8259,1813262.697,7135756.324,0.00280087,0.008719711,0.005299571,27132.44723,397557.0515,1297886.502,3.11617593,2.346608647,3.151217807,0.51122714,0.585354411,0.59200236,1.330041046,1.458921013,1.462613488,230.3447131,8.809895794,72.08333333
881,881,2007,Secondary and micronutrients,23.11107.13,Rice,70670,75783.33333,NA,NA,3,3,3,D309,6886,210,1,Zhang  et al. (2014),,2014,NA,Guangxi,China,kg/hm-2,,,,,NA,NA,,107.13,23.11,China,Rice,Grains,NA,2007,0.06496039,0.380175252,0.592683712,196991.7371,4626782.739,24953277.5,0.979317521,0.628834563,0.543857072,0.063111156,0.368369656,0.559519344,169180.9793,3842633.866,20119332.41,0.865704225,0.538996938,0.464492426,0.805259268,0.52515988,0.330184241,0.290726561,0.324066048,0.423095748,724930.3857,3293699.19,10814708.71,0.129780342,0.094664867,0.077132046,524144.0379,2328459.912,6224375.521,1.30426511,1.27092837,1.042416099,0.936749038,1.545279572,1.751758882,2.070790207,3.467009246,4.454126467,610.2579194,21.01460441,126.25
882,882,2007,Secondary and micronutrients,23.74107.94,Rice,64080,68590,NA,NA,1,1,1,D309,6890,2,1,ýýý et al. (2014),,2014,NA,Guangxi,China,kg/hm-2,,,,,NA,NA,,107.94,23.74,China,Rice,Grains,NA,2007,0.853896137,0.859487895,0.747516772,966740.0058,7422888.672,28504961.55,0.365579348,0.446197965,0.49253035,0.84542224,0.853110237,0.724540627,916745.8739,7106839.065,24871556.09,0.35014853,0.430393526,0.443377545,0.129981035,0.129313656,0.196218228,0.404537043,0.610595269,0.638866036,162840.0682,1528281.733,9705449.87,0.016122828,0.01119845,0.056265,134708.7916,601658.4982,4726680.166,2.697936514,2.775789665,1.085054052,1.444594565,1.568007078,1.765382492,2.797827097,3.071775691,4.052350608,552.7222762,20.99404136,137.3333333
883,883,2007,Secondary and micronutrients,24.12115.69,Rice,65360,67430,NA,NA,2,2,2,D309,6878,162,1,Wen  et al. (2014),,2014,NA,Guangdong,China,kg/hm-2,,,,,NA,NA,,115.69,24.12,China,Rice,Grains,NA,2007,0.071882654,0.307452443,0.404425594,316522.6478,3170212.434,13899791.02,1.421770585,0.532691958,0.443889075,0.071882654,0.307452443,0.404425594,316522.6478,3170212.434,13899791.02,1.421770585,0.532691958,0.443889075,0.616259415,0.442113224,0.367365629,0.944451657,0.97636376,0.942810221,1802579.634,8355634.478,26817481.3,0.311857931,0.250434333,0.228208777,1560851.266,6131162.361,17167115.96,1.616045441,1.264779074,0.971560418,0.88579491,1.332992366,1.421191342,1.94255889,3.234491173,3.7275687,508.3861858,21.17766682,132.8333333
884,884,2007,Secondary and micronutrients,25.19110.33,Rice,59220,66660,NA,NA,1,1,1,D309,6889,210,4,Zhang  et al. (2014),,2014,NA,Guangxi,China,kg/hm-2,,,,,NA,NA,,110.33,25.19,China,Rice,Grains,NA,2007,0.024798025,0.150830852,0.175466156,141775.6281,1728902.338,8525396.547,1.845655652,0.592057201,0.627398709,0.024798025,0.150830852,0.175424275,141775.6281,1728902.338,8511303.342,1.845655652,0.592057201,0.626511101,0.671384953,0.60239807,0.62573,0.756458221,0.636154664,0.483780252,1573223.268,7419299.414,23442974.83,0.303817022,0.246771078,0.198803844,1398427.577,5993173.622,18706506.5,1.485915341,1.254428727,1.215039243,0.850705968,1.21505658,1.255707777,2.098259361,2.812403164,2.856319814,508.9326224,19.24750018,150.8333333
885,885,2007,Secondary and micronutrients,26.69107.41,Rice,65470,68345,NA,NA,2,2,2,D309,6970,136,1,Tian  et al. (2014),,2014,NA,Guizhou,China,kg/hm-2,,,,,NA,NA,,107.41,26.69,China,Rice,Grains,NA,2007,0.744506869,0.893975281,0.927686288,618989.7174,2512303.384,9965670.681,0.268324805,0.145114234,0.138678098,0.73339287,0.89026411,0.922526904,522924.9298,2297867.889,9233223.08,0.23011703,0.133281427,0.129204242,0.237849562,0.100554342,0.069498233,0.54739603,0.587354938,0.586696206,403420.4441,1143768.183,3158526.752,0.017643568,0.005470376,0.002815479,223644.2366,420740.3421,928279.2829,4.090886027,3.97155333,4.256267303,1.067015956,0.807457964,0.899294393,2.164416613,1.577805754,1.704957465,482.1798505,14.27602092,96.83333333
886,886,2007,Secondary and micronutrients,28.2105.99,Rice,82040,90715,NA,NA,2,2,2,D309,6972,89,1,Liu  et al. (2014),,2014,NA,Guizhou,China,kg/hm-2,,,,,NA,NA,,105.99,28.2,China,Rice,Grains,NA,2007,0.45786117,0.665658618,0.692762765,704417.0848,4375472.717,18768104.54,0.496383143,0.339321481,0.349633331,0.45786117,0.66562068,0.692569021,704417.0848,4372236.16,18717086.93,0.496383143,0.339089809,0.34878046,0.462713924,0.309244867,0.292267977,0.581965468,0.558865192,0.524186398,834620.0752,3347893.448,11871074.51,0.079424906,0.025096515,0.014969258,534949.2706,1567151.331,4744938.856,2.173085681,3.22355774,4.090791062,1.350271972,1.27768157,1.301173986,3.644460259,3.298388361,3.254725374,446.4599216,14.81518737,88.41666667
887,887,2007,Secondary and micronutrients,28.96105.93,Rice,83250,94350,NA,NA,3,3,3,D309,7114,14,1,Chen  et al. (2014),,2014,NA,Zhongqing,China,kg/hm-2,,,,,NA,NA,,105.93,28.96,China,Rice,Grains,NA,2007,0.314814497,0.301847085,0.33462472,899173.7757,4877469.401,19727358.44,0.921392858,0.834027946,0.760716769,0.314814497,0.301847085,0.33462472,899173.7757,4877469.401,19727358.44,0.921392858,0.834027946,0.760716769,0.672895916,0.685425024,0.649397443,0.297037593,0.282563341,0.297828459,619588.5417,3752344.788,14988725.06,0.012289587,0.012727891,0.015977837,250495.1126,1443619.342,5338043.41,6.575335224,5.85422323,4.310981884,1.31117481,1.27859294,1.256694484,3.420701562,3.245795838,3.066177049,408.7952947,17.96518751,91.58333333
888,888,2007,Secondary and micronutrients,29.06106.19,Rice,77100,90050,NA,NA,3,3,3,D309,7123,14,10,Chen  et al. (2014),,2014,NA,Zhongqing,China,kg/hm-2,,,,,NA,NA,,106.19,29.06,China,Rice,Grains,NA,2007,0.296945361,0.390687291,0.445846011,710616.883,5066020.246,20901559.31,0.771980651,0.669270999,0.604919005,0.296945361,0.390687291,0.445815672,710616.883,5066020.246,20894780.73,0.771980651,0.669270999,0.604763977,0.690231234,0.585716156,0.532970172,0.264269777,0.347359137,0.380843276,565450.5982,3941863.319,15730617.45,0.012823405,0.023596553,0.021183817,267956.1271,2088556.591,7795309.967,6.740743106,4.568378214,4.748239393,1.211238783,1.255299153,1.266266399,2.973519884,3.038348648,3.076924238,403.1688251,18.02060417,92.25
889,889,2007,Secondary and micronutrients,29.06106.46,Rice,88800,87600,NA,NA,3,3,3,D309,7120,14,7,Chen  et al. (2014),,2014,NA,Zhongqing,China,kg/hm-2,,,,,NA,NA,,106.46,29.06,China,Rice,Grains,NA,2007,0.715170686,0.639380318,0.554610471,760972.7495,4269204.315,16107046.23,0.343246985,0.34462919,0.374741059,0.715170686,0.639380318,0.554610471,760972.7495,4269204.315,16107046.23,0.343246985,0.34462919,0.374741059,0.284829314,0.356707907,0.437886698,0.584893332,0.441982937,0.355114569,516433.0446,3054596.55,12051103.16,0,0.003911775,0.007502831,0,323044.7593,2687919.919,NA,4.262390558,4.622688179,1.007930291,1.065480518,1.13684794,2.29651443,2.468732587,2.627739185,410.7209035,17.54102063,92.41666667
890,890,2007,Secondary and micronutrients,29.17105.96,Rice,79500,79850,NA,NA,3,3,3,D309,7117,14,4,Chen  et al. (2014),,2014,NA,Zhongqing,China,kg/hm-2,,,,,NA,NA,,105.96,29.17,China,Rice,Grains,NA,2007,0.813249451,0.598202705,0.304585511,749217.0876,3734957.322,12018964.79,0.29718135,0.32224941,0.509157028,0.812744261,0.596020298,0.303666041,740958.7862,3620870.944,11832179.91,0.294088334,0.313550037,0.502762015,0.179721056,0.379120704,0.663142101,0.619694612,0.3463312,0.227459372,345254.2438,2543983.327,11690053.97,0.007029492,0.022676591,0.032272388,153495.7799,1803979.26,11857086.41,7.043850448,4.105902515,4.740681699,1.063351297,1.262772055,1.214778379,2.529728972,3.171430836,2.706221863,383.9182882,17.90652088,91.91666667
891,891,2007,Secondary and micronutrients,29.58121.53,Rice,70950,76700,NA,NA,3,3,3,D309,7107,155,4,Wang  et al. (2014),,2014,NA,Zhejiang,China,kg/hm-2,,,,,NA,NA,,121.53,29.58,China,Rice,Grains,NA,2007,0.753746536,0.569097201,0.698794918,326523.3884,2045365.354,8193603.36,0.139730457,0.185482821,0.151280685,0.753243327,0.568976428,0.698714406,320620.4167,2036081.982,8169702.302,0.137296035,0.184680156,0.150856775,0.217241894,0.292655221,0.226074017,0.613801041,0.659701606,0.66416214,413398.6813,3740972.971,11637681.87,0.029011571,0.138247578,0.075131066,242920.0078,2388865.054,6327763.859,2.70081079,0.891770976,1.086648289,0.717602164,0.920902037,1.003847069,1.60837186,2.043115307,1.897673592,404.9978842,16.13636839,105.9166667
892,892,2007,Secondary and micronutrients,29.68121.51,Rice,83250,92650,NA,NA,3,3,3,D309,7104,155,1,Wang  et al. (2014),,2014,NA,Zhejiang,China,kg/hm-2,,,,,NA,NA,,121.51,29.68,China,Rice,Grains,NA,2007,0.079545601,0.258847347,0.339355183,390099.331,2088834.912,6575570.328,1.581803074,0.416457653,0.249993364,0.079545601,0.258807133,0.339335073,390099.331,2085449.43,6569018.445,1.581803074,0.415847284,0.249759072,0.765514355,0.573850334,0.534071972,0.350148067,0.35145683,0.331351331,831020.4231,3908050.598,13716362.88,0.154940045,0.167302318,0.126572844,698113.7163,2783672.212,10994954.86,1.45330199,0.85867058,1.120733751,0.782394491,1.076322489,1.000871641,1.61057339,2.227785367,2.21948897,398.698949,16.62658338,104.75
893,893,2007,Secondary and micronutrients,29.92115.07,Rice,68060,72075,NA,NA,2,2,2,D309,6982,178,3,Xu  et al. (2014),,2014,NA,Hubei,China,kg/hm-2,,,,,NA,NA,,115.07,29.92,China,Rice,Grains,NA,2007,0.04526529,0.254601106,0.395073393,131622.1316,1548744.486,7228736.852,0.937855085,0.3139127,0.236054952,0.04526529,0.254440649,0.394812641,131622.1316,1536258.007,7146523.152,0.937855085,0.3115782,0.233524385,0.796357001,0.610799091,0.503069823,0.364889663,0.376161271,0.395261377,900942.843,4452286.077,15412893.03,0.158377709,0.134599803,0.101856784,925716.9539,3569289.298,11588439.2,1.885195018,1.368443035,1.467788458,0.528933812,1.120131995,1.205054644,1.337802782,2.498833125,2.784903325,332.0670521,16.94368744,118.25
894,894,2007,Secondary and micronutrients,29.93115.08,Rice,68730,73810,NA,NA,2,2,2,D309,6984,178,5,Xu  et al. (2014),,2014,NA,Hubei,China,kg/hm-2,,,,,NA,NA,,115.08,29.93,China,Rice,Grains,NA,2007,0.032612538,0.196909612,0.396335042,181863.7212,1546728.934,6826029.246,1.798593116,0.405355225,0.222194483,0.03160968,0.196628822,0.396064261,169377.2345,1524840.023,6738247.529,1.728249273,0.400189405,0.219487051,0.794200014,0.686497587,0.501554585,0.361919199,0.332683251,0.395557531,891189.5036,4425694.894,15378014.4,0.173187448,0.116592801,0.102110373,976352.9901,3902079.671,11559401.54,1.818284753,1.727081678,1.4604715,0.52349128,1.018081132,1.195836677,1.30630411,2.099762344,2.763370873,332.0670521,16.94368744,118.25
895,895,2007,Secondary and micronutrients,29.95115.07,Rice,52610,54470,NA,NA,2,2,2,D309,6980,178,1,Xu  et al. (2014),,2014,NA,Hubei,China,kg/hm-2,,,,,NA,NA,,115.07,29.95,China,Rice,Grains,NA,2007,0.016943981,0.046246479,0.280792779,66539.7666,1072697.671,5911014.691,1.266588332,1.196975969,0.27158263,0.016943981,0.045925622,0.28054213,66539.7666,1046188.048,5833140.494,1.266588332,1.175551005,0.268244134,0.792296839,0.791593562,0.611481762,0.45922421,0.359360667,0.337278441,1128088.123,5512467.288,15986235.45,0.19075918,0.162159959,0.107725459,1174443.211,5093036.863,13202126.8,1.985711936,1.620764678,1.581071218,0.402386178,0.620230765,1.109172451,1.23266273,1.405933497,2.382876194,332.0670521,16.94368744,118.25
896,896,2007,Secondary and micronutrients,31.08117.11,Rice,76200,80250,NA,NA,3,3,3,D309,6945,29,1,Fang  et al. (2014),,2014,NA,Anhui,China,kg/hm-2,,,,,NA,NA,,117.11,31.08,China,Rice,Grains,NA,2007,0.03728258,0.038194744,0.083518586,188309.189,1485637.172,7067933.478,1.628676848,2.006760448,1.091527493,0.03728258,0.037915255,0.083141919,188309.189,1455487.932,6939945.161,1.628676848,1.980528091,1.076617303,0.940947193,0.918169768,0.877695248,0.122215425,0.15748664,0.169587707,356633.3093,2802723.974,11540184.56,0.021770227,0.043635488,0.038786166,360262.7342,2846058.554,10755482.05,5.336122019,3.365041107,3.576666001,0.779772486,0.656978346,0.787182013,1.643764601,1.425951898,1.56938052,313.9739646,16.27116668,117.25
897,897,2007,Secondary and micronutrients,31.12104.45,Rice,77640,80977.5,NA,NA,4,4,4,D309,7050,14,5,Chen  et al. (2014),,2014,NA,Sichuan,China,kg/hm-2,,,,,NA,NA,,104.45,31.12,China,Rice,Grains,NA,2007,0.031849069,0.051429813,0.073794062,373575.7134,2964617.483,12695792.64,3.782227453,2.97396865,2.219014796,0.010649433,0.030513015,0.05361093,86818.2322,1280372.934,6410566.554,2.628755531,2.16488098,1.542285836,0.913707674,0.875411696,0.748668454,0.183072434,0.228879315,0.265241663,518757.6062,3883615.466,15396055.93,0.054443256,0.073158491,0.177537484,937651.6679,5690797.476,19612288.21,5.553454114,4.013202374,1.424819996,0.533754982,0.617287432,0.737129745,1.354683146,1.397584681,1.486104891,370.1142053,16.37681246,78.5
898,898,2007,Secondary and micronutrients,31.18104.43,Rice,86630,86400,NA,NA,4,4,4,D309,7046,14,1,Chen  et al. (2014),,2014,NA,Sichuan,China,kg/hm-2,,,,,NA,NA,,104.43,31.18,China,Rice,Grains,NA,2007,0.018787668,0.049839732,0.037182554,170558.1754,2013131.703,6321766.159,2.927249916,2.083885094,2.192883666,0.015324351,0.033328166,0.025834343,122853.3454,1082575.842,3310035.577,2.585026713,1.675807757,1.652538611,0.859087906,0.790784085,0.761584013,0.336889183,0.480934759,0.404239231,897562.1458,7371685.606,23869311.92,0.122124426,0.159376182,0.201233433,1110860.206,6965658.981,23439709.93,2.933033474,2.254841768,1.502340843,0.754489196,0.925571085,0.897568303,1.852661435,2.091128377,2.090317133,370.1142053,16.15793725,78.08333333
899,899,2007,Secondary and micronutrients,31.28118.52,Rice,94890,96660,NA,NA,1,1,1,D309,6948,76,1,Li  et al. (2014),,2014,NA,Anhui,China,kg/hm-2,,,,,NA,NA,,118.52,31.28,China,Rice,Grains,NA,2007,0.038475367,0.04803435,0.109510465,405885.0597,3133421.516,17171883.94,3.40150674,3.365388345,2.022412171,0.036744636,0.046808083,0.107098139,378546.8421,3035269.085,16456380.5,3.321824738,3.345373589,1.981799631,0.872796489,0.862800536,0.7996045,0.348663494,0.339306109,0.365844683,943774.913,5674581.013,22681127,0.088728144,0.089165114,0.090885035,899599.7714,5203928.135,17490174.84,3.269181091,3.010957369,2.482041958,0.267983633,0.305073541,0.566177899,1.108273132,1.130650743,1.312950994,332.4357503,16.07343753,98.16666667
900,900,2007,Secondary and micronutrients,32.67120.26,Rice,88010,95340,NA,NA,3,3,3,D309,7011,230,1,Zhou  et al. (2014),,2014,NA,Jiangsu,China,kg/hm-2,,,,,NA,NA,,120.26,32.67,China,Rice,Grains,NA,2007,0.061548214,0.037057291,0.02469071,565462.7165,2962335.772,7939619.354,2.961507906,4.122892003,4.146163926,0.060817604,0.036823503,0.024593302,558996.2474,2944017.43,7906294.794,2.962811124,4.123410981,4.145114533,0.569960565,0.763396861,0.832924755,1.178281325,0.536261912,0.391136309,2083384.485,7937540.996,25266991.22,0.368491221,0.199545849,0.142384534,1150689.665,5209539.816,17123791.11,1.006596566,1.346474104,1.550663185,0.549503093,0.324400036,0.213517944,1.28693134,1.132755352,1.076883181,248.1395638,14.96541657,82.41666667
901,901,2007,Secondary and micronutrients,33.67120.29,Rice,94230,98920,NA,NA,2,2,2,D309,7006,187,1,Yang  et al. (2014),,2014,NA,Jiangsu,China,kg/hm-2,,,,,NA,NA,,120.29,33.67,China,Rice,Grains,NA,2007,0,0.008978315,0.012981961,0,416634.6475,2157642.843,NA,2.392812555,2.142528016,0,0.008978315,0.012972326,0,416634.6475,2152740.795,NA,2.392812555,2.139247903,0.982664816,0.92215963,0.958146691,0.07498755,0.099648863,0.069260744,228646.0004,1782092.834,5147921.541,0.017335184,0.068862055,0.028871348,112750.251,951731.3811,3506484.809,2.096138725,0.712660252,1.565640806,0.223670151,0.295504214,0.270750053,1.116057616,1.146121716,1.12068871,224.0592971,14.16831242,81.41666667
902,902,2007,Secondary and micronutrients,36.51104.58,Rice,84920,91876,NA,NA,5,5,5,D309,6745,125,1,Shi  et al. (2014),,2014,NA,Gansu,China,kg/hm-2,,,,,NA,NA,,104.58,36.51,China,Rice,Grains,NA,2007,0.305091667,0.366721537,0.550729067,784057.509,3918399.117,13697305,0.827706952,0.550615855,0.32041492,0.089180548,0.066155706,0.034715503,306446.6015,829911.5451,1733880.273,1.106735154,0.646458958,0.643444734,0.407124588,0.504889565,0.390225509,0.869898573,0.566479288,0.617504044,1099605.543,5550140.408,18704231.08,0.287783745,0.128388898,0.059045424,584874.5667,3544664.863,9974267.959,0.65456911,1.422735502,2.176258053,1.339291454,1.099661066,0.925491155,3.007213509,2.393020173,2.165733157,235.2709073,9.036875069,19.33333333
903,903,2007,Secondary and micronutrients,36.65104.72,Rice,90000,93823.33333,NA,NA,3,3,3,D309,6767,125,23,Shi  et al. (2014),,2014,NA,Gansu,China,kg/hm-2,,,,,NA,NA,,104.72,36.65,China,Rice,Grains,NA,2007,0.080722548,0.181299426,0.44170993,557531.0475,4521721.749,12339300.2,2.224434246,1.285198526,0.359878021,0.032665201,0.079978688,0.041618414,120581.7937,880667.0836,1730588.243,1.188890281,0.567414336,0.535685856,0.78603233,0.710055783,0.464767649,0.275780644,0.313111521,0.411979283,673067.8025,4314482.411,14863097.03,0.133245122,0.108644791,0.093522421,627961.4013,3514660.539,10879397.58,1.517843538,1.667006494,1.49861841,1.000058783,1.172191602,1.147946801,2.170407702,2.26714116,2.601165236,232.5458535,9.054708183,20.41666667
904,904,2007,Secondary and micronutrients,39.64117.26,Rice,78930,83886.66667,NA,NA,3,3,3,D309,7065,134,1,Sun  et al. (2014),,2014,NA,Tianjin,China,kg/hm-2,,,,,NA,NA,,117.26,39.64,China,Rice,Grains,NA,2007,0.039902153,0.029182531,0.039383333,250762.7328,1505318.92,7238395.335,2.022630656,2.656274675,2.366117852,0.007292446,0.011795091,0.025625347,41111.73605,403204.3178,3358005.088,1.814439498,1.760318676,1.687011812,0.636009622,0.790111826,0.823686937,0.681658709,0.35340933,0.286633178,1347040.814,5422495.004,18339272.41,0.324088225,0.180705643,0.13692973,933964.0356,4112178.343,11225566.74,0.927506196,1.171838168,1.055399927,1.117687635,1.026325784,1.06428609,2.508834301,2.220085235,2.217058895,236.4658356,11.99064585,45.58333333
905,905,2007,Secondary and micronutrients,41.49123.3,Rice,90330,92500,NA,NA,1,1,1,D309,6869,52,1,Han  et al. (2014),,2014,NA,Liaoning,China,kg/hm-2,,,,,NA,NA,,123.3,41.49,China,Rice,Grains,NA,2007,0.031383202,0.012906101,0.01130263,270194.6005,693316.3759,2716040.894,2.769766081,2.765144046,3.09226891,0.030516397,0.012503558,0.010591836,254186.6647,646553.2453,2467068.234,2.679681517,2.66165681,2.997301317,0.805482699,0.884936783,0.86978339,0.481107357,0.258888374,0.246709385,1204576.915,4450854.706,16675401.76,0.163134099,0.102157116,0.11891398,943526.2102,3097663.756,11073033.73,1.860685186,1.560799182,1.19826861,0.608871972,0.441503806,0.709025646,1.439303025,1.286091929,1.823095789,245.1155538,8.390104075,56.58333333
