No.,DatasetID,Source,Country,Site/Region,Latitude,Longitude,Crop type,yield_control,yield_treatm,yield_measure,Treatment,QualityOfDataPoint,Coordinate_format
5540,D973,"The et al., 2006",Cameroon,Ebolowa,9.133333333,40.33333333,Upland arable land,4.42,4.41,Mg dry matter/ha,Straw addition,,Degr-Min-Sec
5541,D973,"The et al., 2006",Cameroon,Ebolowa,9.133333333,40.33333333,Upland arable land,3.41,5.55,Mg dry matter/ha,Straw addition,,Degr-Min-Sec
5542,D973,"The et al., 2006",Cameroon,Ebolowa,9.133333333,40.33333333,Upland arable land,0.79,3.82,Mg dry matter/ha,Straw addition,,Degr-Min-Sec
5543,D973,"The et al., 2006",Cameroon,Ebolowa,9.133333333,40.33333333,Upland arable land,1.27,3.56,Mg dry matter/ha,Straw addition,,Degr-Min-Sec
5544,D973,"The et al., 2006",Cameroon,Ebolowa,9.133333333,40.33333333,Upland arable land,2.6,5.59,Mg dry matter/ha,Straw addition,,Degr-Min-Sec
5545,D973,"The et al., 2006",Cameroon,Ebolowa,9.133333333,40.33333333,Upland arable land,3.38,4.99,Mg dry matter/ha,Straw addition,,Degr-Min-Sec
5546,D973,"The et al., 2006",Cameroon,Ebolowa,9.133333333,40.33333333,Upland arable land,2.28,4.56,Mg dry matter/ha,Straw addition,,Degr-Min-Sec
5547,D973,"The et al., 2006",Cameroon,Ebolowa,9.133333333,40.33333333,Upland arable land,0.46,3.48,Mg dry matter/ha,Straw addition,,Degr-Min-Sec
5548,D973,"The et al., 2006",Cameroon,Ebolowa,9.133333333,40.33333333,Upland arable land,1.21,3.13,Mg dry matter/ha,Straw addition,,Degr-Min-Sec
5549,D973,"The et al., 2006",Cameroon,Ebolowa,9.133333333,40.33333333,Upland arable land,2.31,5.53,Mg dry matter/ha,Straw addition,,Degr-Min-Sec
5550,D973,"The et al., 2006",Cameroon,Ebolowa,9.133333333,40.33333333,Upland arable land,3.48,3.81,Mg dry matter/ha,Straw addition,,Degr-Min-Sec
5551,D973,"The et al., 2006",Cameroon,Ebolowa,9.133333333,40.33333333,Upland arable land,2.08,4.87,Mg dry matter/ha,Straw addition,,Degr-Min-Sec
5552,D973,"Ayalew, 2011",Ethiopia,Areka,9.133333333,40.33333333,Upland arable land,3.8,4.51,Mg dry matter/ha,Straw addition,,Degr-Min-Sec
5553,D973,"Ayalew, 2011",Ethiopia,Areka,9.133333333,40.33333333,Upland arable land,3.8,5.03,Mg dry matter/ha,Straw addition,,Degr-Min-Sec
5554,D973,"Ayalew, 2011",Ethiopia,Areka,9.133333333,40.33333333,Upland arable land,2.52,2.15,Mg dry matter/ha,Straw addition,,Degr-Min-Sec
5555,D973,"Ayalew, 2011",Ethiopia,Areka,9.133333333,40.33333333,Upland arable land,2.52,3.44,Mg dry matter/ha,Straw addition,,Degr-Min-Sec
5556,D973,"Ayalew, 2011",Ethiopia,Areka,9.133333333,40.33333333,Upland arable land,3.58,3.78,Mg dry matter/ha,Straw addition,,Degr-Min-Sec
5557,D973,"Ayalew, 2011",Ethiopia,Areka,9.133333333,40.33333333,Upland arable land,3.58,4.1,Mg dry matter/ha,Straw addition,,Degr-Min-Sec
5558,D973,"Ayalew, 2011",Ethiopia,Areka,9.133333333,40.33333333,Upland arable land,3.75,3.75,Mg dry matter/ha,Straw addition,,Degr-Min-Sec
5559,D973,"Ayalew, 2011",Ethiopia,Areka,9.133333333,40.33333333,Upland arable land,3.75,4.34,Mg dry matter/ha,Straw addition,,Degr-Min-Sec
5560,D973,"Ayalew, 2011",Ethiopia,Areka,9.133333333,40.33333333,Upland arable land,4.72,4.72,Mg dry matter/ha,Straw addition,,Degr-Min-Sec
5561,D973,"Ayalew, 2011",Ethiopia,Areka,9.133333333,40.33333333,Upland arable land,4.72,5.16,Mg dry matter/ha,Straw addition,,Degr-Min-Sec
5562,D973,"Ayalew, 2011",Ethiopia,Areka,15.81666667,49,Upland arable land,2.82,2.42,Mg dry matter/ha,Straw addition,,Degr-Min-Sec
5563,D973,"Ayalew, 2011",Ethiopia,Areka,15.81666667,49.83333333,Upland arable land,2.82,4.04,Mg dry matter/ha,Straw addition,,Degr-Min-Sec
5564,D973,"Ayalew, 2011",Ethiopia,Areka,15.81666667,49.83333333,Upland arable land,3.68,3.94,Mg dry matter/ha,Straw addition,,Degr-Min-Sec
5565,D973,"Ayalew, 2011",Ethiopia,Areka,15.81666667,49.83333333,Upland arable land,3.68,4.13,Mg dry matter/ha,Straw addition,,Degr-Min-Sec
5566,D973,"Ayalew, 2011",Ethiopia,Areka,15.81666667,49.83333333,Upland arable land,3.86,3.81,Mg dry matter/ha,Straw addition,,Degr-Min-Sec
5567,D973,"Ayalew, 2011",Ethiopia,Areka,15.81666667,49.83333333,Upland arable land,3.86,4.45,Mg dry matter/ha,Straw addition,,Degr-Min-Sec
5568,D973,"Ayalew, 2011",Ethiopia,Areka,11.96666667,8.833333333,Upland arable land,4.02,5.56,Mg dry matter/ha,Straw addition,,Degr-Min-Sec
5569,D973,"Ayalew, 2011",Ethiopia,Areka,11.96666667,8.85,Upland arable land,4.02,5.56,Mg dry matter/ha,Straw addition,,Degr-Min-Sec
5570,D973,"Ayalew, 2011",Ethiopia,Areka,11.96666667,8.85,Upland arable land,3,4.64,Mg dry matter/ha,Straw addition,,Degr-Min-Sec
5571,D973,"Ayalew, 2011",Ethiopia,Areka,11.96666667,8.85,Upland arable land,3,3.73,Mg dry matter/ha,Straw addition,,Degr-Min-Sec
5572,D973,"Ayalew, 2011",Ethiopia,Areka,11.96666667,8.85,Upland arable land,3.33,5.3,Mg dry matter/ha,Straw addition,,Degr-Min-Sec
5573,D973,"Ayalew, 2011",Ethiopia,Areka,11.96666667,8.85,Upland arable land,3.33,3.54,Mg dry matter/ha,Straw addition,,Degr-Min-Sec
5574,D973,"Ayalew, 2011",Ethiopia,Areka,11.96666667,8.85,Upland arable land,3.63,3.23,Mg dry matter/ha,Straw addition,,Degr-Min-Sec
5575,D973,"Ayalew, 2011",Ethiopia,Areka,11.96666667,8.85,Upland arable land,3.63,4.47,Mg dry matter/ha,Straw addition,,Degr-Min-Sec
5576,D973,"Fageria et al., 2002",Brazil,Capivara,-15.816667,-49.833333,Upland arable land,3.1,3.98,Mg dry matter/ha,Straw addition,,Degr-Min-Sec
5577,D973,"Fageria et al., 2002",Brazil,Capivara,-15.816667,-49.833333,Upland arable land,3.1,4.08,Mg dry matter/ha,Straw addition,,Degr-Min-Sec
5578,D973,"Fageria et al., 2002",Brazil,Capivara,-15.816667,-49.833333,Upland arable land,2.82,3.74,Mg dry matter/ha,Straw addition,,Degr-Min-Sec
5579,D973,"Fageria et al., 2002",Brazil,Capivara,-15.816667,-49.833333,Upland arable land,2.82,3.78,Mg dry matter/ha,Straw addition,,Degr-Min-Sec
5580,D973,"Fageria et al., 2002",Brazil,Capivara,-15.816667,-49.833333,Upland arable land,1.84,2.51,Mg dry matter/ha,Straw addition,,Degr-Min-Sec
5581,D973,"Fageria et al., 2002",Brazil,Capivara,-15.816667,-49.833333,Upland arable land,1.84,2.4,Mg dry matter/ha,Straw addition,,Degr-Min-Sec
5582,D973,"Adeoye and Singh, 1984",Nigeria,Kano,11.96666667,8.85,Upland arable land,1.31,2.55,Mg dry matter/ha,Straw addition,,Degr-Min-Sec
5583,D973,"Adeoye and Singh, 1984",Nigeria,Kano,11.96666667,8.85,Upland arable land,1.31,4.3,Mg dry matter/ha,Straw addition,,Degr-Min-Sec
5584,D973,"Adeoye and Singh, 1984",Nigeria,Kano,11.96666667,8.85,Upland arable land,1.31,4.18,Mg dry matter/ha,Straw addition,,Degr-Min-Sec
5585,D973,"Adeoye and Singh, 1984",Nigeria,Kano,11.96666667,8.85,Upland arable land,1.31,3.3,Mg dry matter/ha,Straw addition,,Degr-Min-Sec
5586,D973,"Adeoye and Singh, 1984",Nigeria,Kano,11.96666667,8.85,Upland arable land,4.12,5.21,Mg dry matter/ha,Straw addition,,Degr-Min-Sec
5587,D973,"Adeoye and Singh, 1984",Nigeria,Kano,11.96666667,8.85,Upland arable land,4.12,3.42,Mg dry matter/ha,Straw addition,,Degr-Min-Sec
5588,D973,"Adeoye and Singh, 1984",Nigeria,Kano,11.96666667,8.85,Upland arable land,4.12,3.69,Mg dry matter/ha,Straw addition,,Degr-Min-Sec
5589,D973,"Adeoye and Singh, 1984",Nigeria,Kano,11.96666667,8.85,Upland arable land,4.12,4.07,Mg dry matter/ha,Straw addition,,Degr-Min-Sec
5590,D973,"Adeoye and Singh, 1984",Nigeria,Kano,11.96666667,8.85,Upland arable land,0.51,0.87,Mg dry matter/ha,Straw addition,,Degr-Min-Sec
5591,D973,"Adeoye and Singh, 1984",Nigeria,Kano,11.96666667,8.85,Upland arable land,0.51,1.62,Mg dry matter/ha,Straw addition,,Degr-Min-Sec
5592,D973,"Adeoye and Singh, 1984",Nigeria,Kano,11.96666667,8.85,Upland arable land,0.51,1.45,Mg dry matter/ha,Straw addition,,Degr-Min-Sec
5593,D973,"Adeoye and Singh, 1984",Nigeria,Kano,11.96666667,8.85,Upland arable land,0.51,1.29,Mg dry matter/ha,Straw addition,,Degr-Min-Sec
5594,D973,"Adeoye and Singh, 1984",Nigeria,Kano,11.96666667,8.85,Upland arable land,1.57,1.87,Mg dry matter/ha,Straw addition,,Degr-Min-Sec
5595,D973,"Adeoye and Singh, 1984",Nigeria,Kano,11.96666667,8.85,Upland arable land,1.57,1.19,Mg dry matter/ha,Straw addition,,Degr-Min-Sec
5596,D973,"Adeoye and Singh, 1984",Nigeria,Kano,11.96666667,8.85,Upland arable land,1.57,1.77,Mg dry matter/ha,Straw addition,,Degr-Min-Sec
5597,D973,"Adeoye and Singh, 1984",Nigeria,Kano,11.96666667,8.85,Upland arable land,1.57,1.02,Mg dry matter/ha,Straw addition,,Degr-Min-Sec
5598,D973,"Adeoye and Singh, 1984",Nigeria,Kano,11.96666667,8.85,Upland arable land,0.54,1.45,Mg dry matter/ha,Straw addition,,Degr-Min-Sec
5599,D973,"Adeoye and Singh, 1984",Nigeria,Kano,11.96666667,8.85,Upland arable land,0.54,1.67,Mg dry matter/ha,Straw addition,,Degr-Min-Sec
5600,D973,"Adeoye and Singh, 1984",Nigeria,Kano,11.96666667,8.85,Upland arable land,0.54,2.04,Mg dry matter/ha,Straw addition,,Degr-Min-Sec
5601,D973,"Adeoye and Singh, 1984",Nigeria,Kano,11.96666667,8.85,Upland arable land,0.54,1.46,Mg dry matter/ha,Straw addition,,Degr-Min-Sec
5602,D973,"Adeoye and Singh, 1984",Nigeria,Kano,11.96666667,8.85,Upland arable land,1.46,3.61,Mg dry matter/ha,Straw addition,,Degr-Min-Sec
5603,D973,"Adeoye and Singh, 1984",Nigeria,Kano,11.96666667,8.85,Upland arable land,1.46,2.31,Mg dry matter/ha,Straw addition,,Degr-Min-Sec
5604,D973,"Adeoye and Singh, 1984",Nigeria,Kano,11.96666667,8.85,Upland arable land,1.46,1.79,Mg dry matter/ha,Straw addition,,Degr-Min-Sec
5605,D973,"Adeoye and Singh, 1984",Nigeria,Kano,11.96666667,8.85,Upland arable land,1.46,2.42,Mg dry matter/ha,Straw addition,,Degr-Min-Sec
5606,D973,"Adeoye and Singh, 1984",Nigeria,Kano,11.96666667,8.85,Upland arable land,0.43,0.83,Mg dry matter/ha,Straw addition,,Degr-Min-Sec
5607,D973,"Adeoye and Singh, 1984",Nigeria,Kano,11.96666667,8.85,Upland arable land,0.43,0.99,Mg dry matter/ha,Straw addition,,Degr-Min-Sec
5608,D973,"Adeoye and Singh, 1984",Nigeria,Kano,51.8,0.366666667,Upland arable land,0.43,1.12,Mg dry matter/ha,Straw addition,,Degr-Min-Sec
5609,D973,"Adeoye and Singh, 1984",Nigeria,Kano,51.8,0.366666667,Upland arable land,0.43,0.89,Mg dry matter/ha,Straw addition,,Degr-Min-Sec
5610,D973,"Adeoye and Singh, 1984",Nigeria,Kano,51.8,0.366666667,Upland arable land,0.43,0.74,Mg dry matter/ha,Straw addition,,Degr-Min-Sec
5611,D973,"Adeoye and Singh, 1984",Nigeria,Kano,51.8,0.366666667,Upland arable land,0.43,0.87,Mg dry matter/ha,Straw addition,,Degr-Min-Sec
5612,D973,"Adeoye and Singh, 1984",Nigeria,Kano,51.8,0.366666667,Upland arable land,0.43,1.21,Mg dry matter/ha,Straw addition,,Degr-Min-Sec
5613,D973,"Adeoye and Singh, 1984",Nigeria,Kano,51.8,0.366666667,Upland arable land,0.43,0.83,Mg dry matter/ha,Straw addition,,Degr-Min-Sec
5614,D973,"Adeoye and Singh, 1984",Nigeria,Kano,51.8,0.366666667,Upland arable land,2,2.29,Mg dry matter/ha,Straw addition,,Degr-Min-Sec
5615,D973,"Adeoye and Singh, 1984",Nigeria,Kano,51.8,0.366666667,Upland arable land,2,2.88,Mg dry matter/ha,Straw addition,,Degr-Min-Sec
5616,D973,"Adeoye and Singh, 1984",Nigeria,Kano,51.8,0.366666667,Upland arable land,2,2.21,Mg dry matter/ha,Straw addition,,Degr-Min-Sec
5617,D973,"Adeoye and Singh, 1984",Nigeria,Kano,51.8,0.366666667,Upland arable land,2,2.25,Mg dry matter/ha,Straw addition,,Degr-Min-Sec
5618,D973,"Adeoye and Singh, 1984",Nigeria,Kano,51.8,0.366666667,Upland arable land,2.08,2.92,Mg dry matter/ha,Straw addition,,Degr-Min-Sec
5619,D973,"Adeoye and Singh, 1984",Nigeria,Kano,51.8,0.366666667,Upland arable land,2.08,2.79,Mg dry matter/ha,Straw addition,,Degr-Min-Sec
5620,D973,"Adeoye and Singh, 1984",Nigeria,Kano,51.8,0.366666667,Upland arable land,2.08,2.08,Mg dry matter/ha,Straw addition,,Degr-Min-Sec
5621,D973,"Adeoye and Singh, 1984",Nigeria,Kano,51.8,0.366666667,Upland arable land,2.08,1.52,Mg dry matter/ha,Straw addition,,Degr-Min-Sec
5622,D973,"Holland et al., 2019",UK,Rothamsted,51.8,-0.366667,Upland arable land,1.54,2.01,Mg dry matter/ha,Straw addition,,Degr-Min-Sec
5623,D973,"Holland et al., 2019",UK,Rothamsted,51.8,-0.366667,Upland arable land,1.54,2.55,Mg dry matter/ha,Straw addition,,Degr-Min-Sec
5624,D973,"Holland et al., 2019",UK,Rothamsted,51.8,-0.366667,Upland arable land,1.54,2.33,Mg dry matter/ha,Straw addition,,Degr-Min-Sec
5625,D973,"Holland et al., 2019",UK,Rothamsted,51.8,-0.366667,Upland arable land,1.34,2.59,Mg dry matter/ha,Straw addition,,Degr-Min-Sec
5626,D973,"Holland et al., 2019",UK,Rothamsted,51.8,-0.366667,Upland arable land,1.34,2.89,Mg dry matter/ha,Straw addition,,Degr-Min-Sec
5627,D973,"Holland et al., 2019",UK,Rothamsted,51.8,-0.366667,Upland arable land,1.34,2.82,Mg dry matter/ha,Straw addition,,Degr-Min-Sec
5628,D973,"Holland et al., 2019",UK,Rothamsted,51.8,-0.366667,Upland arable land,1.85,2.38,Mg dry matter/ha,Straw addition,,Degr-Min-Sec
5629,D973,"Holland et al., 2019",UK,Rothamsted,51.8,-0.366667,Upland arable land,1.85,2.48,Mg dry matter/ha,Straw addition,,Degr-Min-Sec
5630,D973,"Holland et al., 2019",UK,Rothamsted,51.8,-0.366667,Upland arable land,1.85,2.15,Mg dry matter/ha,Straw addition,,Degr-Min-Sec
5631,D973,"Holland et al., 2019",UK,Rothamsted,51.8,-0.366667,Upland arable land,3.25,5.25,Mg dry matter/ha,Straw addition,,Degr-Min-Sec
5632,D973,"Holland et al., 2019",UK,Rothamsted,51.8,-0.366667,Upland arable land,3.25,5.24,Mg dry matter/ha,Straw addition,,Degr-Min-Sec
5633,D973,"Holland et al., 2019",UK,Rothamsted,51.8,-0.366667,Upland arable land,3.25,5.18,Mg dry matter/ha,Straw addition,,Degr-Min-Sec
5634,D973,"Holland et al., 2019",UK,Rothamsted,51.8,-0.366667,Upland arable land,2.73,4.41,Mg dry matter/ha,Straw addition,,Degr-Min-Sec
5635,D973,"Holland et al., 2019",UK,Rothamsted,51.8,-0.366667,Upland arable land,2.73,4.77,Mg dry matter/ha,Straw addition,,Degr-Min-Sec
5636,D973,"Holland et al., 2019",UK,Rothamsted,51.8,-0.366667,Upland arable land,2.73,4.8,Mg dry matter/ha,Straw addition,,Degr-Min-Sec
5637,D973,"Holland et al., 2019",UK,Rothamsted,51.8,-0.366667,Upland arable land,1.44,4.33,Mg dry matter/ha,Straw addition,,Degr-Min-Sec
5638,D973,"Holland et al., 2019",UK,Rothamsted,51.8,-0.366667,Upland arable land,1.44,4.22,Mg dry matter/ha,Straw addition,,Degr-Min-Sec
5639,D973,"Holland et al., 2019",UK,Rothamsted,51.8,-0.366667,Upland arable land,1.44,3.87,Mg dry matter/ha,Straw addition,,Degr-Min-Sec
5640,D973,"Holland et al., 2019",UK,Rothamsted,51.8,-0.366667,Upland arable land,23.07,26.07,Mg dry matter/ha,Straw addition,,Degr-Min-Sec
5641,D973,"Holland et al., 2019",UK,Rothamsted,51.8,-0.366667,Upland arable land,23.07,26.82,Mg dry matter/ha,Straw addition,,Degr-Min-Sec
5642,D973,"Holland et al., 2019",UK,Rothamsted,51.8,-0.366667,Upland arable land,23.07,24.95,Mg dry matter/ha,Straw addition,,Degr-Min-Sec
5643,D973,"Holland et al., 2019",UK,Rothamsted,51.8,-0.366667,Upland arable land,0.31,2.87,Mg dry matter/ha,Straw addition,,Degr-Min-Sec
5644,D973,"Holland et al., 2019",UK,Rothamsted,51.8,-0.366667,Upland arable land,0.31,3.64,Mg dry matter/ha,Straw addition,,Degr-Min-Sec
5645,D973,"Holland et al., 2019",UK,Rothamsted,51.8,-0.366667,Upland arable land,0.31,3.58,Mg dry matter/ha,Straw addition,,Degr-Min-Sec
5646,D973,"Holland et al., 2019",UK,Rothamsted,51.8,-0.366667,Upland arable land,0.67,3.54,Mg dry matter/ha,Straw addition,,Degr-Min-Sec
5647,D973,"Holland et al., 2019",UK,Rothamsted,51.8,-0.366667,Upland arable land,0.67,4.34,Mg dry matter/ha,Straw addition,,Degr-Min-Sec
5648,D973,"Holland et al., 2019",UK,Rothamsted,51.8,-0.366667,Upland arable land,0.67,4.53,Mg dry matter/ha,Straw addition,,Degr-Min-Sec
5649,D973,"Holland et al., 2019",UK,Rothamsted,51.8,-0.366667,Upland arable land,23.2,31.7,Mg dry matter/ha,Straw addition,,Degr-Min-Sec
5650,D973,"Holland et al., 2019",UK,Rothamsted,51.8,-0.366667,Upland arable land,23.2,34.2,Mg dry matter/ha,Straw addition,,Degr-Min-Sec
5651,D973,"Holland et al., 2019",UK,Rothamsted,51.8,-0.366667,Upland arable land,23.2,34.3,Mg dry matter/ha,Straw addition,,Degr-Min-Sec
5652,D973,"Holland et al., 2019",UK,Rothamsted,51.8,-0.366667,Upland arable land,1.85,2.42,Mg dry matter/ha,Straw addition,,Degr-Min-Sec
5653,D973,"Holland et al., 2019",UK,Rothamsted,51.8,-0.366667,Upland arable land,1.85,2.86,Mg dry matter/ha,Straw addition,,Degr-Min-Sec
5654,D973,"Holland et al., 2019",UK,Rothamsted,51.8,-0.366667,Upland arable land,1.85,2.8,Mg dry matter/ha,Straw addition,,Degr-Min-Sec
5655,D973,"Holland et al., 2019",UK,Rothamsted,51.8,-0.366667,Upland arable land,3.26,3.47,Mg dry matter/ha,Straw addition,,Degr-Min-Sec
5656,D973,"Holland et al., 2019",UK,Rothamsted,51.8,-0.366667,Upland arable land,3.26,3.77,Mg dry matter/ha,Straw addition,,Degr-Min-Sec
5657,D973,"Holland et al., 2019",UK,Rothamsted,51.8,-0.366667,Upland arable land,3.26,3.58,Mg dry matter/ha,Straw addition,,Degr-Min-Sec
5658,D973,"Holland et al., 2019",UK,Rothamsted,51.8,-0.366667,Upland arable land,0.19,2.33,Mg dry matter/ha,Straw addition,,Degr-Min-Sec
5659,D973,"Holland et al., 2019",UK,Rothamsted,51.8,-0.366667,Upland arable land,0.19,4.01,Mg dry matter/ha,Straw addition,,Degr-Min-Sec
5660,D973,"Holland et al., 2019",UK,Rothamsted,51.8,-0.366667,Upland arable land,0.19,4.2,Mg dry matter/ha,Straw addition,,Degr-Min-Sec
5661,D973,"Holland et al., 2019",UK,Rothamsted,51.8,-0.366667,Upland arable land,3.34,3.56,Mg dry matter/ha,Straw addition,,Degr-Min-Sec
5662,D973,"Holland et al., 2019",UK,Rothamsted,51.8,-0.366667,Upland arable land,3.34,3.54,Mg dry matter/ha,Straw addition,,Degr-Min-Sec
5663,D973,"Holland et al., 2019",UK,Rothamsted,51.8,-0.366667,Upland arable land,3.34,3.08,Mg dry matter/ha,Straw addition,,Degr-Min-Sec
5664,D973,"Holland et al., 2019",UK,Rothamsted,51.8,-0.366667,Upland arable land,1.42,1.48,Mg dry matter/ha,Straw addition,,Degr-Min-Sec
5665,D973,"Holland et al., 2019",UK,Rothamsted,51.8,-0.366667,Upland arable land,1.42,1.31,Mg dry matter/ha,Straw addition,,Degr-Min-Sec
5666,D973,"Holland et al., 2019",UK,Rothamsted,51.8,-0.366667,Upland arable land,1.42,1.38,Mg dry matter/ha,Straw addition,,Degr-Min-Sec
5667,D973,"Holland et al., 2019",UK,Rothamsted,51.8,-0.366667,Upland arable land,23.83,29.51,Mg dry matter/ha,Straw addition,,Degr-Min-Sec
5668,D973,"Holland et al., 2019",UK,Rothamsted,51.8,-0.366667,Upland arable land,23.83,30.03,Mg dry matter/ha,Straw addition,,Degr-Min-Sec
5669,D973,"Holland et al., 2019",UK,Rothamsted,51.8,-0.366667,Upland arable land,23.83,28.84,Mg dry matter/ha,Straw addition,,Degr-Min-Sec
5670,D973,"Holland et al., 2019",UK,Rothamsted,51.8,-0.366667,Upland arable land,6.24,8,Mg dry matter/ha,Straw addition,,Degr-Min-Sec
5671,D973,"Holland et al., 2019",UK,Rothamsted,51.8,-0.366667,Upland arable land,6.24,8.27,Mg dry matter/ha,Straw addition,,Degr-Min-Sec
5672,D973,"Holland et al., 2019",UK,Rothamsted,51.8,-0.366667,Upland arable land,6.24,8.2,Mg dry matter/ha,Straw addition,,Degr-Min-Sec
5673,D973,"Holland et al., 2019",UK,Rothamsted,51.8,-0.366667,Upland arable land,1.82,2.8,Mg dry matter/ha,Straw addition,,Degr-Min-Sec
5674,D973,"Holland et al., 2019",UK,Rothamsted,51.8,-0.366667,Upland arable land,1.82,2.87,Mg dry matter/ha,Straw addition,,Degr-Min-Sec
5675,D973,"Holland et al., 2019",UK,Rothamsted,51.8,-0.366667,Upland arable land,1.82,3.1,Mg dry matter/ha,Straw addition,,Degr-Min-Sec
5676,D973,"Holland et al., 2019",UK,Rothamsted,51.8,-0.366667,Upland arable land,0.06,0.9,Mg dry matter/ha,Straw addition,,Degr-Min-Sec
5677,D973,"Holland et al., 2019",UK,Rothamsted,51.8,-0.366667,Upland arable land,0.06,1.04,Mg dry matter/ha,Straw addition,,Degr-Min-Sec
5678,D973,"Holland et al., 2019",UK,Rothamsted,51.8,-0.366667,Upland arable land,0.06,1.4,Mg dry matter/ha,Straw addition,,Degr-Min-Sec
5679,D973,"Holland et al., 2019",UK,Rothamsted,51.8,-0.366667,Upland arable land,0.12,1.91,Mg dry matter/ha,Straw addition,,Degr-Min-Sec
5680,D973,"Holland et al., 2019",UK,Rothamsted,51.8,-0.366667,Upland arable land,0.12,2.57,Mg dry matter/ha,Straw addition,,Degr-Min-Sec
5681,D973,"Holland et al., 2019",UK,Rothamsted,51.8,-0.366667,Upland arable land,0.12,3.04,Mg dry matter/ha,Straw addition,,Degr-Min-Sec
5682,D973,"Holland et al., 2019",UK,Rothamsted,51.8,-0.366667,Upland arable land,1.39,2.38,Mg dry matter/ha,Straw addition,,Degr-Min-Sec
5683,D973,"Holland et al., 2019",UK,Rothamsted,51.8,-0.366667,Upland arable land,1.39,2.12,Mg dry matter/ha,Straw addition,,Degr-Min-Sec
5684,D973,"Holland et al., 2019",UK,Rothamsted,51.8,-0.366667,Upland arable land,1.39,2.56,Mg dry matter/ha,Straw addition,,Degr-Min-Sec
5685,D973,"Holland et al., 2019",UK,Rothamsted,51.8,-0.366667,Upland arable land,0.38,2.19,Mg dry matter/ha,Straw addition,,Degr-Min-Sec
5686,D973,"Holland et al., 2019",UK,Rothamsted,51.8,-0.366667,Upland arable land,0.38,1.61,Mg dry matter/ha,Straw addition,,Degr-Min-Sec
5687,D973,"Holland et al., 2019",UK,Rothamsted,51.8,-0.366667,Upland arable land,0.38,1.41,Mg dry matter/ha,Straw addition,,Degr-Min-Sec
5688,D973,"Holland et al., 2019",UK,Rothamsted,51.8,-0.366667,Upland arable land,0.73,6.81,Mg dry matter/ha,Straw addition,,Degr-Min-Sec
5689,D973,"Holland et al., 2019",UK,Rothamsted,51.8,-0.366667,Upland arable land,0.73,7.76,Mg dry matter/ha,Straw addition,,Degr-Min-Sec
5690,D973,"Holland et al., 2019",UK,Rothamsted,51.8,-0.366667,Upland arable land,0.73,7.84,Mg dry matter/ha,Straw addition,,Degr-Min-Sec
5691,D973,"Holland et al., 2019",UK,Rothamsted,51.8,-0.366667,Upland arable land,2.74,8.3,Mg dry matter/ha,Straw addition,,Degr-Min-Sec
5692,D973,"Holland et al., 2019",UK,Rothamsted,51.8,-0.366667,Upland arable land,2.74,8.79,Mg dry matter/ha,Straw addition,,Degr-Min-Sec
5693,D973,"Holland et al., 2019",UK,Rothamsted,51.8,-0.366667,Upland arable land,2.74,8.63,Mg dry matter/ha,Straw addition,,Degr-Min-Sec
5694,D973,"Holland et al., 2019",UK,Woburn,52,-0.6,Upland arable land,1.86,2.38,Mg dry matter/ha,Straw addition,,Degr-Min-Sec
5695,D973,"Holland et al., 2019",UK,Woburn,52,-0.6,Upland arable land,1.86,2.4,Mg dry matter/ha,Straw addition,,Degr-Min-Sec
5696,D973,"Holland et al., 2019",UK,Woburn,52,-0.6,Upland arable land,1.86,2.76,Mg dry matter/ha,Straw addition,,Degr-Min-Sec
5697,D973,"Holland et al., 2019",UK,Woburn,52,-0.6,Upland arable land,1.56,2.2,Mg dry matter/ha,Straw addition,,Degr-Min-Sec
5698,D973,"Holland et al., 2019",UK,Woburn,52,-0.6,Upland arable land,1.56,2.07,Mg dry matter/ha,Straw addition,,Degr-Min-Sec
5699,D973,"Holland et al., 2019",UK,Woburn,52,-0.6,Upland arable land,1.56,2.07,Mg dry matter/ha,Straw addition,,Degr-Min-Sec
5700,D973,"Holland et al., 2019",UK,Woburn,52,-0.6,Upland arable land,2.4,2.07,Mg dry matter/ha,Straw addition,,Degr-Min-Sec
5701,D973,"Holland et al., 2019",UK,Woburn,52,-0.6,Upland arable land,2.4,1.63,Mg dry matter/ha,Straw addition,,Degr-Min-Sec
5702,D973,"Holland et al., 2019",UK,Woburn,52,-0.6,Upland arable land,2.4,1.66,Mg dry matter/ha,Straw addition,,Degr-Min-Sec
5703,D973,"Holland et al., 2019",UK,Woburn,52,-0.6,Upland arable land,4.77,4.99,Mg dry matter/ha,Straw addition,,Degr-Min-Sec
5704,D973,"Holland et al., 2019",UK,Woburn,52,-0.6,Upland arable land,4.77,5.29,Mg dry matter/ha,Straw addition,,Degr-Min-Sec
5705,D973,"Holland et al., 2019",UK,Woburn,52,-0.6,Upland arable land,4.77,5.32,Mg dry matter/ha,Straw addition,,Degr-Min-Sec
5706,D973,"Holland et al., 2019",UK,Woburn,52,-0.6,Upland arable land,4.63,4.96,Mg dry matter/ha,Straw addition,,Degr-Min-Sec
5707,D973,"Holland et al., 2019",UK,Woburn,52,-0.6,Upland arable land,4.63,5.15,Mg dry matter/ha,Straw addition,,Degr-Min-Sec
5708,D973,"Holland et al., 2019",UK,Woburn,52,-0.6,Upland arable land,4.63,5.14,Mg dry matter/ha,Straw addition,,Degr-Min-Sec
