ma_id,row_id,study_id,comparison_id,author_year,title,study_pubyear,harvest_year,longitude,latitude,region,country,control_replicates,treatment_replicates,crop_type,treatment,yield_control,yield_treatment,yield_SD_control,yield_SD_treatment,yield_unit,soil_type,temperature,precipitation,climate_zone,LRR,LRR_vi,reference
D1120,6156,,,,,2016,2009,34.306,-14.721,Ulongue,Mozambique,6,6,,control conventional tillage-treatm no tillage,6510,4495,352,378,kg/ha,,,,,,,"Thierfelder. C.. et al. (2016). ""Evaluating manual conservation agriculture systems in southern Africa."" Agriculture. Ecosystems & Environment 222: 112-124."
D1120,6157,,,,,2016,2009,34.306,-14.721,Ulongue,Mozambique,6,6,,control conventional tillage-treatm no tillage,6510,4162,352,378,kg/ha,,,,,,,"Thierfelder. C.. et al. (2016). ""Evaluating manual conservation agriculture systems in southern Africa."" Agriculture. Ecosystems & Environment 222: 112-124."
D1120,6158,,,,,2016,2009,34.306,-14.721,Ulongue,Mozambique,6,6,,control conventional tillage-treatm no tillage,5496,2092,352,378,kg/ha,,,,,,,"Thierfelder. C.. et al. (2016). ""Evaluating manual conservation agriculture systems in southern Africa."" Agriculture. Ecosystems & Environment 222: 112-124."
D1120,6159,,,,,2016,2009,34.306,-14.721,Ulongue,Mozambique,6,6,,control conventional tillage-treatm no tillage,5496,6286,352,378,kg/ha,,,,,,,"Thierfelder. C.. et al. (2016). ""Evaluating manual conservation agriculture systems in southern Africa."" Agriculture. Ecosystems & Environment 222: 112-124."
D1120,6160,,,,,2016,2009,34.306,-14.721,Ulongue,Mozambique,6,6,,control conventional tillage-treatm no tillage,4721,4145,352,378,kg/ha,,,,,,,"Thierfelder. C.. et al. (2016). ""Evaluating manual conservation agriculture systems in southern Africa."" Agriculture. Ecosystems & Environment 222: 112-124."
D1120,6161,,,,,2016,2009,34.306,-14.721,Ulongue,Mozambique,6,6,,control conventional tillage-treatm no tillage,4721,6311,352,378,kg/ha,,,,,,,"Thierfelder. C.. et al. (2016). ""Evaluating manual conservation agriculture systems in southern Africa."" Agriculture. Ecosystems & Environment 222: 112-124."
D1120,6162,,,,,2016,2009,34.306,-14.721,Ulongue,Mozambique,6,6,,control conventional tillage-treatm no tillage,5521,5879,352,378,kg/ha,,,,,,,"Thierfelder. C.. et al. (2016). ""Evaluating manual conservation agriculture systems in southern Africa."" Agriculture. Ecosystems & Environment 222: 112-124."
D1120,6163,,,,,2016,2009,34.306,-14.721,Ulongue,Mozambique,6,6,,control conventional tillage-treatm no tillage,5521,7309,352,378,kg/ha,,,,,,,"Thierfelder. C.. et al. (2016). ""Evaluating manual conservation agriculture systems in southern Africa."" Agriculture. Ecosystems & Environment 222: 112-124."
D1120,6164,,,,,2016,2009,34.306,-14.721,Ulongue,Mozambique,6,6,,control conventional tillage-treatm no tillage,5933,3590,352,378,kg/ha,,,,,,,"Thierfelder. C.. et al. (2016). ""Evaluating manual conservation agriculture systems in southern Africa."" Agriculture. Ecosystems & Environment 222: 112-124."
D1120,6165,,,,,2016,2009,34.306,-14.721,Ulongue,Mozambique,6,6,,control conventional tillage-treatm no tillage,5933,6276,352,378,kg/ha,,,,,,,"Thierfelder. C.. et al. (2016). ""Evaluating manual conservation agriculture systems in southern Africa."" Agriculture. Ecosystems & Environment 222: 112-124."
D1120,6166,,,,,2016,2009,34.306,-14.721,Ulongue,Mozambique,6,6,,control conventional tillage-treatm no tillage,5272,3712,352,378,kg/ha,,,,,,,"Thierfelder. C.. et al. (2016). ""Evaluating manual conservation agriculture systems in southern Africa."" Agriculture. Ecosystems & Environment 222: 112-124."
D1120,6167,,,,,2016,2009,34.306,-14.721,Ulongue,Mozambique,6,6,,control conventional tillage-treatm no tillage,5272,6210,352,378,kg/ha,,,,,,,"Thierfelder. C.. et al. (2016). ""Evaluating manual conservation agriculture systems in southern Africa."" Agriculture. Ecosystems & Environment 222: 112-124."
D1120,6168,,,,,2016,2009,34.306,-14.721,Ulongue,Mozambique,6,6,,control conventional tillage-treatm no tillage,4980,4029,352,378,kg/ha,,,,,,,"Thierfelder. C.. et al. (2016). ""Evaluating manual conservation agriculture systems in southern Africa."" Agriculture. Ecosystems & Environment 222: 112-124."
D1120,6169,,,,,2016,2009,34.306,-14.721,Ulongue,Mozambique,6,6,,control conventional tillage-treatm no tillage,4980,5489,352,378,kg/ha,,,,,,,"Thierfelder. C.. et al. (2016). ""Evaluating manual conservation agriculture systems in southern Africa."" Agriculture. Ecosystems & Environment 222: 112-124."
D1120,6170,,,,,2016,2009,34.306,-14.721,Ulongue,Mozambique,6,6,,control conventional tillage-treatm no tillage,5684,4636,352,378,kg/ha,,,,,,,"Thierfelder. C.. et al. (2016). ""Evaluating manual conservation agriculture systems in southern Africa."" Agriculture. Ecosystems & Environment 222: 112-124."
D1120,6171,,,,,2016,2009,34.306,-14.721,Ulongue,Mozambique,6,6,,control conventional tillage-treatm no tillage,5684,7208,352,378,kg/ha,,,,,,,"Thierfelder. C.. et al. (2016). ""Evaluating manual conservation agriculture systems in southern Africa."" Agriculture. Ecosystems & Environment 222: 112-124."
D1120,6172,,,,,2016,2009,34.306,-14.721,Ulongue,Mozambique,6,6,,control conventional tillage-treatm no tillage,5809,5950,352,378,kg/ha,,,,,,,"Thierfelder. C.. et al. (2016). ""Evaluating manual conservation agriculture systems in southern Africa."" Agriculture. Ecosystems & Environment 222: 112-124."
D1120,6173,,,,,2016,2009,34.306,-14.721,Ulongue,Mozambique,6,6,,control conventional tillage-treatm no tillage,5809,6541,352,378,kg/ha,,,,,,,"Thierfelder. C.. et al. (2016). ""Evaluating manual conservation agriculture systems in southern Africa."" Agriculture. Ecosystems & Environment 222: 112-124."
D1120,6174,,,,,2016,2009,34.306,-14.721,Ulongue,Mozambique,6,6,,control conventional tillage-treatm no tillage,6478,5335,352,378,kg/ha,,,,,,,"Thierfelder. C.. et al. (2016). ""Evaluating manual conservation agriculture systems in southern Africa."" Agriculture. Ecosystems & Environment 222: 112-124."
D1120,6175,,,,,2016,2009,34.306,-14.721,Ulongue,Mozambique,6,6,,control conventional tillage-treatm no tillage,6478,6334,352,378,kg/ha,,,,,,,"Thierfelder. C.. et al. (2016). ""Evaluating manual conservation agriculture systems in southern Africa."" Agriculture. Ecosystems & Environment 222: 112-124."
D1120,6176,,,,,2016,2009,34.306,-14.721,Ulongue,Mozambique,6,6,,control conventional tillage-treatm no tillage,5748,5723,352,378,kg/ha,,,,,,,"Thierfelder. C.. et al. (2016). ""Evaluating manual conservation agriculture systems in southern Africa."" Agriculture. Ecosystems & Environment 222: 112-124."
D1120,6177,,,,,2016,2009,34.306,-14.721,Ulongue,Mozambique,6,6,,control conventional tillage-treatm no tillage,5748,6377,352,378,kg/ha,,,,,,,"Thierfelder. C.. et al. (2016). ""Evaluating manual conservation agriculture systems in southern Africa."" Agriculture. Ecosystems & Environment 222: 112-124."
D1120,6178,,,,,2016,2009,34.306,-14.721,Ulongue,Mozambique,6,6,,control conventional tillage-treatm no tillage,6686,5463,352,378,kg/ha,,,,,,,"Thierfelder. C.. et al. (2016). ""Evaluating manual conservation agriculture systems in southern Africa."" Agriculture. Ecosystems & Environment 222: 112-124."
D1120,6179,,,,,2016,2009,34.306,-14.721,Ulongue,Mozambique,6,6,,control conventional tillage-treatm no tillage,6686,6619,352,378,kg/ha,,,,,,,"Thierfelder. C.. et al. (2016). ""Evaluating manual conservation agriculture systems in southern Africa."" Agriculture. Ecosystems & Environment 222: 112-124."
D1120,6180,,,,,2016,2009,34.306,-14.721,Ulongue,Mozambique,6,6,,control conventional tillage-treatm no tillage,5675,5342,352,378,kg/ha,,,,,,,"Thierfelder. C.. et al. (2016). ""Evaluating manual conservation agriculture systems in southern Africa."" Agriculture. Ecosystems & Environment 222: 112-124."
D1120,6181,,,,,2016,2009,34.306,-14.721,Ulongue,Mozambique,6,6,,control conventional tillage-treatm no tillage,5675,6739,352,378,kg/ha,,,,,,,"Thierfelder. C.. et al. (2016). ""Evaluating manual conservation agriculture systems in southern Africa."" Agriculture. Ecosystems & Environment 222: 112-124."
D1120,6182,,,,,2016,2009,34.306,-14.721,Ulongue,Mozambique,6,6,,control conventional tillage-treatm no tillage,5220,5589,352,378,kg/ha,,,,,,,"Thierfelder. C.. et al. (2016). ""Evaluating manual conservation agriculture systems in southern Africa."" Agriculture. Ecosystems & Environment 222: 112-124."
D1120,6183,,,,,2016,2009,34.306,-14.721,Ulongue,Mozambique,6,6,,control conventional tillage-treatm no tillage,5220,5991,352,378,kg/ha,,,,,,,"Thierfelder. C.. et al. (2016). ""Evaluating manual conservation agriculture systems in southern Africa."" Agriculture. Ecosystems & Environment 222: 112-124."
D1120,6184,,,,,2016,2009,34.306,-14.721,Ulongue,Mozambique,6,6,,control conventional tillage-treatm no tillage,5540,5979,352,378,kg/ha,,,,,,,"Thierfelder. C.. et al. (2016). ""Evaluating manual conservation agriculture systems in southern Africa."" Agriculture. Ecosystems & Environment 222: 112-124."
D1120,6185,,,,,2016,2009,34.306,-14.721,Ulongue,Mozambique,6,6,,control conventional tillage-treatm no tillage,5540,6254,352,378,kg/ha,,,,,,,"Thierfelder. C.. et al. (2016). ""Evaluating manual conservation agriculture systems in southern Africa."" Agriculture. Ecosystems & Environment 222: 112-124."
D1120,6186,,,,,2014,2004,30.88,-19.85,Chikato village,Zimbabwe,4,4,,control conventional tillage-treatm no tillage,420,726,,,kg/ha,,,,,,,Thierfelder. C.. Mutenje. M.. Mujeyi. A.. & Mupangwa. W. (2014). Where is the limit? lessons learned from long-term conservation agriculture research in Zimuto Communal Area. Zimbabwe. Food Security. 7(1). 15-31. doi: 10.1007/s12571-014-0404-y
D1120,6187,,,,,2014,2004,30.88,-19.85,Chikato village,Zimbabwe,4,4,,control conventional tillage-treatm no tillage,420,741,,,kg/ha,,,,,,,Thierfelder. C.. Mutenje. M.. Mujeyi. A.. & Mupangwa. W. (2014). Where is the limit? lessons learned from long-term conservation agriculture research in Zimuto Communal Area. Zimbabwe. Food Security. 7(1). 15-31. doi: 10.1007/s12571-014-0404-y
D1120,6188,,,,,2014,2004,30.88,-19.85,Chikato village,Zimbabwe,4,4,,control conventional tillage-treatm no tillage,305,602,,,kg/ha,,,,,,,Thierfelder. C.. Mutenje. M.. Mujeyi. A.. & Mupangwa. W. (2014). Where is the limit? lessons learned from long-term conservation agriculture research in Zimuto Communal Area. Zimbabwe. Food Security. 7(1). 15-31. doi: 10.1007/s12571-014-0404-y
D1120,6189,,,,,2014,2004,30.88,-19.85,Chikato village,Zimbabwe,4,4,,control conventional tillage-treatm no tillage,305,987,,,kg/ha,,,,,,,Thierfelder. C.. Mutenje. M.. Mujeyi. A.. & Mupangwa. W. (2014). Where is the limit? lessons learned from long-term conservation agriculture research in Zimuto Communal Area. Zimbabwe. Food Security. 7(1). 15-31. doi: 10.1007/s12571-014-0404-y
D1120,6190,,,,,2014,2004,30.88,-19.85,Chikato village,Zimbabwe,4,4,,control conventional tillage-treatm no tillage,420,602,,,kg/ha,,,,,,,Thierfelder. C.. Mutenje. M.. Mujeyi. A.. & Mupangwa. W. (2014). Where is the limit? lessons learned from long-term conservation agriculture research in Zimuto Communal Area. Zimbabwe. Food Security. 7(1). 15-31. doi: 10.1007/s12571-014-0404-y
D1120,6191,,,,,2014,2004,30.88,-19.85,Chikato village,Zimbabwe,4,4,,control conventional tillage-treatm no tillage,420,987,,,kg/ha,,,,,,,Thierfelder. C.. Mutenje. M.. Mujeyi. A.. & Mupangwa. W. (2014). Where is the limit? lessons learned from long-term conservation agriculture research in Zimuto Communal Area. Zimbabwe. Food Security. 7(1). 15-31. doi: 10.1007/s12571-014-0404-y
D1120,6192,,,,,2014,2004,30.88,-19.85,Chikato village,Zimbabwe,3,3,,control conventional tillage-treatm no tillage,436,863,,,kg/ha,,,,,,,Thierfelder. C.. Mutenje. M.. Mujeyi. A.. & Mupangwa. W. (2014). Where is the limit? lessons learned from long-term conservation agriculture research in Zimuto Communal Area. Zimbabwe. Food Security. 7(1). 15-31. doi: 10.1007/s12571-014-0404-y
D1120,6193,,,,,2014,2004,30.88,-19.85,Chikato village,Zimbabwe,3,3,,control conventional tillage-treatm no tillage,436,1199,,,kg/ha,,,,,,,Thierfelder. C.. Mutenje. M.. Mujeyi. A.. & Mupangwa. W. (2014). Where is the limit? lessons learned from long-term conservation agriculture research in Zimuto Communal Area. Zimbabwe. Food Security. 7(1). 15-31. doi: 10.1007/s12571-014-0404-y
D1120,6194,,,,,2014,2004,30.88,-19.85,Chikato village,Zimbabwe,5,5,,control conventional tillage-treatm no tillage,537,1070,,,kg/ha,,,,,,,Thierfelder. C.. Mutenje. M.. Mujeyi. A.. & Mupangwa. W. (2014). Where is the limit? lessons learned from long-term conservation agriculture research in Zimuto Communal Area. Zimbabwe. Food Security. 7(1). 15-31. doi: 10.1007/s12571-014-0404-y
D1120,6195,,,,,2014,2004,30.88,-19.85,Chikato village,Zimbabwe,5,5,,control conventional tillage-treatm no tillage,537,1160,,,kg/ha,,,,,,,Thierfelder. C.. Mutenje. M.. Mujeyi. A.. & Mupangwa. W. (2014). Where is the limit? lessons learned from long-term conservation agriculture research in Zimuto Communal Area. Zimbabwe. Food Security. 7(1). 15-31. doi: 10.1007/s12571-014-0404-y
D1120,6196,,,,,2014,2004,30.88,-19.85,Chikato village,Zimbabwe,4,4,,control conventional tillage-treatm no tillage,1185,2358,,,kg/ha,,,,,,,Thierfelder. C.. Mutenje. M.. Mujeyi. A.. & Mupangwa. W. (2014). Where is the limit? lessons learned from long-term conservation agriculture research in Zimuto Communal Area. Zimbabwe. Food Security. 7(1). 15-31. doi: 10.1007/s12571-014-0404-y
D1120,6197,,,,,2014,2004,30.88,-19.85,Chikato village,Zimbabwe,4,4,,control conventional tillage-treatm no tillage,1185,1765,,,kg/ha,,,,,,,Thierfelder. C.. Mutenje. M.. Mujeyi. A.. & Mupangwa. W. (2014). Where is the limit? lessons learned from long-term conservation agriculture research in Zimuto Communal Area. Zimbabwe. Food Security. 7(1). 15-31. doi: 10.1007/s12571-014-0404-y
D1120,6198,,,,,2014,2004,30.88,-19.85,Chikato village,Zimbabwe,3,3,,control conventional tillage-treatm no tillage,749,2510,,,kg/ha,,,,,,,Thierfelder. C.. Mutenje. M.. Mujeyi. A.. & Mupangwa. W. (2014). Where is the limit? lessons learned from long-term conservation agriculture research in Zimuto Communal Area. Zimbabwe. Food Security. 7(1). 15-31. doi: 10.1007/s12571-014-0404-y
D1120,6199,,,,,2014,2004,30.88,-19.85,Chikato village,Zimbabwe,3,3,,control conventional tillage-treatm no tillage,749,2188,,,kg/ha,,,,,,,Thierfelder. C.. Mutenje. M.. Mujeyi. A.. & Mupangwa. W. (2014). Where is the limit? lessons learned from long-term conservation agriculture research in Zimuto Communal Area. Zimbabwe. Food Security. 7(1). 15-31. doi: 10.1007/s12571-014-0404-y
D1120,6200,,,,,2014,2004,30.88,-19.85,Chikato village,Zimbabwe,7,7,,control conventional tillage-treatm no tillage,676,1913,,,kg/ha,,,,,,,Thierfelder. C.. Mutenje. M.. Mujeyi. A.. & Mupangwa. W. (2014). Where is the limit? lessons learned from long-term conservation agriculture research in Zimuto Communal Area. Zimbabwe. Food Security. 7(1). 15-31. doi: 10.1007/s12571-014-0404-y
D1120,6201,,,,,2014,2004,30.88,-19.85,Chikato village,Zimbabwe,7,7,,control conventional tillage-treatm no tillage,676,1689,,,kg/ha,,,,,,,Thierfelder. C.. Mutenje. M.. Mujeyi. A.. & Mupangwa. W. (2014). Where is the limit? lessons learned from long-term conservation agriculture research in Zimuto Communal Area. Zimbabwe. Food Security. 7(1). 15-31. doi: 10.1007/s12571-014-0404-y
D1120,6202,,,,,2016,2007,33.193,-18.108,Malomwe,Mozambique,6,6,,control conventional tillage-treatm no tillage,1406,1220,,,kg/ha,,,,,,,Thierfelder. C.. Rusinamhodzi. L.. Setimela. P.. Walker. F.. Eash. N.S.. 2016. Conservation agriculture and drought-tolerant germplasm: Reaping the benefits of climate-smart agriculture technologies in central Mozambique. Renewable Agriculture and Food Systems 31. 414-428.
D1120,6203,,,,,2016,2007,33.193,-18.108,Malomwe,Mozambique,6,6,,control conventional tillage-treatm no tillage,1406,1392,,,kg/ha,,,,,,,Thierfelder. C.. Rusinamhodzi. L.. Setimela. P.. Walker. F.. Eash. N.S.. 2016. Conservation agriculture and drought-tolerant germplasm: Reaping the benefits of climate-smart agriculture technologies in central Mozambique. Renewable Agriculture and Food Systems 31. 414-428.
D1120,6204,,,,,2016,2007,33.193,-18.108,Malomwe,Mozambique,6,6,,control conventional tillage-treatm no tillage,2969,3499,,,kg/ha,,,,,,,Thierfelder. C.. Rusinamhodzi. L.. Setimela. P.. Walker. F.. Eash. N.S.. 2016. Conservation agriculture and drought-tolerant germplasm: Reaping the benefits of climate-smart agriculture technologies in central Mozambique. Renewable Agriculture and Food Systems 31. 414-428.
D1120,6205,,,,,2016,2007,33.193,-18.108,Malomwe,Mozambique,6,6,,control conventional tillage-treatm no tillage,2969,3791,,,kg/ha,,,,,,,Thierfelder. C.. Rusinamhodzi. L.. Setimela. P.. Walker. F.. Eash. N.S.. 2016. Conservation agriculture and drought-tolerant germplasm: Reaping the benefits of climate-smart agriculture technologies in central Mozambique. Renewable Agriculture and Food Systems 31. 414-428.
D1120,6206,,,,,2016,2008,33.209,-18.365,Nhamizhinga,Mozambique,6,6,,control conventional tillage-treatm no tillage,2937,3487,,,kg/ha,,,,,,,Thierfelder. C.. Rusinamhodzi. L.. Setimela. P.. Walker. F.. Eash. N.S.. 2016. Conservation agriculture and drought-tolerant germplasm: Reaping the benefits of climate-smart agriculture technologies in central Mozambique. Renewable Agriculture and Food Systems 31. 414-428.
D1120,6207,,,,,2016,2008,33.209,-18.365,Nhamizhinga,Mozambique,6,6,,control conventional tillage-treatm no tillage,2937,3761,,,kg/ha,,,,,,,Thierfelder. C.. Rusinamhodzi. L.. Setimela. P.. Walker. F.. Eash. N.S.. 2016. Conservation agriculture and drought-tolerant germplasm: Reaping the benefits of climate-smart agriculture technologies in central Mozambique. Renewable Agriculture and Food Systems 31. 414-428.
D1120,6208,,,,,2016,2010,34.304,-14.519,Nzewe,Mozambique,6,6,,control conventional tillage-treatm no tillage,2516,2983,,,kg/ha,,,,,,,Thierfelder. C.. Rusinamhodzi. L.. Setimela. P.. Walker. F.. Eash. N.S.. 2016. Conservation agriculture and drought-tolerant germplasm: Reaping the benefits of climate-smart agriculture technologies in central Mozambique. Renewable Agriculture and Food Systems 31. 414-428.
D1120,6209,,,,,2016,2010,34.304,-14.519,Nzewe,Mozambique,6,6,,control conventional tillage-treatm no tillage,2516,2400,,,kg/ha,,,,,,,Thierfelder. C.. Rusinamhodzi. L.. Setimela. P.. Walker. F.. Eash. N.S.. 2016. Conservation agriculture and drought-tolerant germplasm: Reaping the benefits of climate-smart agriculture technologies in central Mozambique. Renewable Agriculture and Food Systems 31. 414-428.
D1120,6210,,,,,2016,2010,34.304,-14.519,Nzewe,Mozambique,6,6,,control conventional tillage-treatm no tillage,5039,5657,,,kg/ha,,,,,,,Thierfelder. C.. Rusinamhodzi. L.. Setimela. P.. Walker. F.. Eash. N.S.. 2016. Conservation agriculture and drought-tolerant germplasm: Reaping the benefits of climate-smart agriculture technologies in central Mozambique. Renewable Agriculture and Food Systems 31. 414-428.
D1120,6211,,,,,2016,2010,34.304,-14.519,Nzewe,Mozambique,6,6,,control conventional tillage-treatm no tillage,5039,5805,,,kg/ha,,,,,,,Thierfelder. C.. Rusinamhodzi. L.. Setimela. P.. Walker. F.. Eash. N.S.. 2016. Conservation agriculture and drought-tolerant germplasm: Reaping the benefits of climate-smart agriculture technologies in central Mozambique. Renewable Agriculture and Food Systems 31. 414-428.
D1120,6212,,,,,2016,2008,33.72,-19.001,Pumbuto (Gondola),Mozambique,6,6,,control conventional tillage-treatm no tillage,1088,1061,,,kg/ha,,,,,,,Thierfelder. C.. Rusinamhodzi. L.. Setimela. P.. Walker. F.. Eash. N.S.. 2016. Conservation agriculture and drought-tolerant germplasm: Reaping the benefits of climate-smart agriculture technologies in central Mozambique. Renewable Agriculture and Food Systems 31. 414-428.
D1120,6213,,,,,2016,2008,33.72,-19.001,Pumbuto (Gondola),Mozambique,6,6,,control conventional tillage-treatm no tillage,1088,1203,,,kg/ha,,,,,,,Thierfelder. C.. Rusinamhodzi. L.. Setimela. P.. Walker. F.. Eash. N.S.. 2016. Conservation agriculture and drought-tolerant germplasm: Reaping the benefits of climate-smart agriculture technologies in central Mozambique. Renewable Agriculture and Food Systems 31. 414-428.
D1120,6214,,,,,2016,2008,33.72,-19.001,Pumbuto (Gondola),Mozambique,6,6,,control conventional tillage-treatm no tillage,2690,3233,,,kg/ha,,,,,,,Thierfelder. C.. Rusinamhodzi. L.. Setimela. P.. Walker. F.. Eash. N.S.. 2016. Conservation agriculture and drought-tolerant germplasm: Reaping the benefits of climate-smart agriculture technologies in central Mozambique. Renewable Agriculture and Food Systems 31. 414-428.
D1120,6215,,,,,2016,2008,33.72,-19.001,Pumbuto (Gondola),Mozambique,6,6,,control conventional tillage-treatm no tillage,2690,3298,,,kg/ha,,,,,,,Thierfelder. C.. Rusinamhodzi. L.. Setimela. P.. Walker. F.. Eash. N.S.. 2016. Conservation agriculture and drought-tolerant germplasm: Reaping the benefits of climate-smart agriculture technologies in central Mozambique. Renewable Agriculture and Food Systems 31. 414-428.
D1120,6216,,,,,2016,2008,33.72,-19.001,Pumbuto (Gondola),Mozambique,6,6,,control conventional tillage-treatm no tillage,2997,2815,,,kg/ha,,,,,,,Thierfelder. C.. Rusinamhodzi. L.. Setimela. P.. Walker. F.. Eash. N.S.. 2016. Conservation agriculture and drought-tolerant germplasm: Reaping the benefits of climate-smart agriculture technologies in central Mozambique. Renewable Agriculture and Food Systems 31. 414-428.
D1120,6217,,,,,2016,2008,33.72,-19.001,Pumbuto (Gondola),Mozambique,6,6,,control conventional tillage-treatm no tillage,2997,2802,,,kg/ha,,,,,,,Thierfelder. C.. Rusinamhodzi. L.. Setimela. P.. Walker. F.. Eash. N.S.. 2016. Conservation agriculture and drought-tolerant germplasm: Reaping the benefits of climate-smart agriculture technologies in central Mozambique. Renewable Agriculture and Food Systems 31. 414-428.
D1120,6218,,,,,2000,1994,-82.56,35.428,Mountain Horticultural Crops Research Station,USA,4,4,,control conventional tillage-treatm no tillage,6410,6460,,,kg/ha,,,,,,,Vaughan. J. D.. Hoyt. G. D. & Wollum. A. G. Cover crop nitrogen availability to conventional and notill corn: Soil mineral nitrogen. corn nitrogen status. and corn yield Commun Soil Sci Plan 31. 1017-1041 (2000)
D1120,6219,,,,,2000,1994,-82.56,35.428,Mountain Horticultural Crops Research Station,USA,4,4,,control conventional tillage-treatm no tillage,3520,5930,,,kg/ha,,,,,,,Vaughan. J. D.. Hoyt. G. D. & Wollum. A. G. Cover crop nitrogen availability to conventional and notill corn: Soil mineral nitrogen. corn nitrogen status. and corn yield Commun Soil Sci Plan 31. 1017-1041 (2000)
D1120,6220,,,,,2000,1994,-82.56,35.428,Mountain Horticultural Crops Research Station,USA,4,4,,control conventional tillage-treatm no tillage,3450,4620,,,kg/ha,,,,,,,Vaughan. J. D.. Hoyt. G. D. & Wollum. A. G. Cover crop nitrogen availability to conventional and notill corn: Soil mineral nitrogen. corn nitrogen status. and corn yield Commun Soil Sci Plan 31. 1017-1041 (2000)
D1120,6221,,,,,2000,1994,-82.56,35.428,Mountain Horticultural Crops Research Station,USA,4,4,,control conventional tillage-treatm no tillage,8800,8280,,,kg/ha,,,,,,,Vaughan. J. D.. Hoyt. G. D. & Wollum. A. G. Cover crop nitrogen availability to conventional and notill corn: Soil mineral nitrogen. corn nitrogen status. and corn yield Commun Soil Sci Plan 31. 1017-1041 (2000)
D1120,6222,,,,,2000,1994,-82.56,35.428,Mountain Horticultural Crops Research Station,USA,4,4,,control conventional tillage-treatm no tillage,4950,8760,,,kg/ha,,,,,,,Vaughan. J. D.. Hoyt. G. D. & Wollum. A. G. Cover crop nitrogen availability to conventional and notill corn: Soil mineral nitrogen. corn nitrogen status. and corn yield Commun Soil Sci Plan 31. 1017-1041 (2000)
D1120,6223,,,,,2000,1994,-82.56,35.428,Mountain Horticultural Crops Research Station,USA,4,4,,control conventional tillage-treatm no tillage,6070,9970,,,kg/ha,,,,,,,Vaughan. J. D.. Hoyt. G. D. & Wollum. A. G. Cover crop nitrogen availability to conventional and notill corn: Soil mineral nitrogen. corn nitrogen status. and corn yield Commun Soil Sci Plan 31. 1017-1041 (2000)
D1120,6224,,,,,2000,1994,-82.56,35.428,Mountain Horticultural Crops Research Station,USA,4,4,,control conventional tillage-treatm no tillage,9101,8762,,,kg/ha,,,,,,,Vaughan. J. D.. Hoyt. G. D. & Wollum. A. G. Cover crop nitrogen availability to conventional and notill corn: Soil mineral nitrogen. corn nitrogen status. and corn yield Commun Soil Sci Plan 31. 1017-1041 (2000)
D1120,6225,,,,,2000,1994,-82.56,35.428,Mountain Horticultural Crops Research Station,USA,4,4,,control conventional tillage-treatm no tillage,8952,8714,,,kg/ha,,,,,,,Vaughan. J. D.. Hoyt. G. D. & Wollum. A. G. Cover crop nitrogen availability to conventional and notill corn: Soil mineral nitrogen. corn nitrogen status. and corn yield Commun Soil Sci Plan 31. 1017-1041 (2000)
D1120,6226,,,,,2000,1994,-82.56,35.428,Mountain Horticultural Crops Research Station,USA,4,4,,control conventional tillage-treatm no tillage,8333,8810,,,kg/ha,,,,,,,Vaughan. J. D.. Hoyt. G. D. & Wollum. A. G. Cover crop nitrogen availability to conventional and notill corn: Soil mineral nitrogen. corn nitrogen status. and corn yield Commun Soil Sci Plan 31. 1017-1041 (2000)
D1120,6227,,,,,2000,1994,-82.56,35.428,Mountain Horticultural Crops Research Station,USA,4,4,,control conventional tillage-treatm no tillage,11381,11524,,,kg/ha,,,,,,,Vaughan. J. D.. Hoyt. G. D. & Wollum. A. G. Cover crop nitrogen availability to conventional and notill corn: Soil mineral nitrogen. corn nitrogen status. and corn yield Commun Soil Sci Plan 31. 1017-1041 (2000)
D1120,6228,,,,,2000,1994,-82.56,35.428,Mountain Horticultural Crops Research Station,USA,4,4,,control conventional tillage-treatm no tillage,8429,11286,,,kg/ha,,,,,,,Vaughan. J. D.. Hoyt. G. D. & Wollum. A. G. Cover crop nitrogen availability to conventional and notill corn: Soil mineral nitrogen. corn nitrogen status. and corn yield Commun Soil Sci Plan 31. 1017-1041 (2000)
D1120,6229,,,,,2000,1994,-82.56,35.428,Mountain Horticultural Crops Research Station,USA,4,4,,control conventional tillage-treatm no tillage,9571,12810,,,kg/ha,,,,,,,Vaughan. J. D.. Hoyt. G. D. & Wollum. A. G. Cover crop nitrogen availability to conventional and notill corn: Soil mineral nitrogen. corn nitrogen status. and corn yield Commun Soil Sci Plan 31. 1017-1041 (2000)
D1120,6230,,,,,2000,1995,-82.56,35.428,Mountain Horticultural Crops Research Station,USA,4,4,,control conventional tillage-treatm no tillage,7400,6580,,,kg/ha,,,,,,,Vaughan. J. D.. Hoyt. G. D. & Wollum. A. G. Cover crop nitrogen availability to conventional and notill corn: Soil mineral nitrogen. corn nitrogen status. and corn yield Commun Soil Sci Plan 31. 1017-1041 (2000)
D1120,6231,,,,,2000,1995,-82.56,35.428,Mountain Horticultural Crops Research Station,USA,4,4,,control conventional tillage-treatm no tillage,6370,6220,,,kg/ha,,,,,,,Vaughan. J. D.. Hoyt. G. D. & Wollum. A. G. Cover crop nitrogen availability to conventional and notill corn: Soil mineral nitrogen. corn nitrogen status. and corn yield Commun Soil Sci Plan 31. 1017-1041 (2000)
