"","DatasetID","Source","Country","SiteRegion","Latitude","Longitude","Croptype","Treatment","QualityOfDataPoint","Coordinate_format","ControlTreatm","Yield_mean","Yield_median","Yield_se","ObjectID"
"1861","D331","He et al. (2018)",NA,NA,43.50638889,124.8094444,"Maize","Straw return",NA,"Degr-Min-Sec","Control",7407.04,7407.04,NA,1915
"1862","D331","He et al. (2018)",NA,NA,43.50638889,124.8094444,"Maize","Straw return",NA,"Degr-Min-Sec","Treatment",7743.87,7743.87,NA,1916
"1863","D331","He et al. (2022)",NA,NA,31.5,104.7,"Rice","Straw return",NA,"Decimal","Control",6809,6809,NA,1917
"1864","D331","He et al. (2022)",NA,NA,31.5,104.7,"Rice","Straw return",NA,"Decimal","Treatment",6964,6964,NA,1918
"1865","D331","Hou et al. (2012)",NA,NA,28.13861111,113.2044444,"Rice","Straw return",NA,"Degr-Min-Sec","Control",6000,6000,16.6999999999998,1919
"1866","D331","Hou et al. (2012)",NA,NA,28.13861111,113.2044444,"Rice","Straw return",NA,"Degr-Min-Sec","Treatment",6220.8,6220.8,87.5,1920
"1867","D331","Hu et al. (2019)",NA,NA,35.2,107.6666667,"Maize","Straw return",NA,"Degr-Min-Sec","Control",7569,7569,NA,1921
"1868","D331","Hu et al. (2019)",NA,NA,35.2,107.6666667,"Maize","Straw return",NA,"Degr-Min-Sec","Treatment",7004,7004,NA,1922
"1869","D331","Hu et al. (2020)","China",NA,32.16666667,112.1666667,"Rice","Straw return",NA,"Degr-Min-Sec","Control",7308,7643.5,560.850187958722,1923
"1870","D331","Hu et al. (2020)","China",NA,32.16666667,112.1666667,"Rice","Straw return",NA,"Degr-Min-Sec","Treatment",7796.16666666667,8113,526.938605953715,1924
"1871","D331","Hu et al. (2021)",NA,NA,34.33333333,108.4,"Maize","Straw return",NA,"Degr-Min-Sec","Control",4450.25,4192.5,609.959066249531,1925
"1872","D331","Hu et al. (2021)",NA,NA,34.33333333,108.4,"Maize","Straw return",NA,"Degr-Min-Sec","Treatment",5912.75,5974,506.776475216967,1926
"1873","D331","Hu et al. (2021)",NA,NA,34.33333333,108.4,"Wheat","Straw return",NA,"Degr-Min-Sec","Control",5546.5,5489,238.55904230749,1927
"1874","D331","Hu et al. (2021)",NA,NA,34.33333333,108.4,"Wheat","Straw return",NA,"Degr-Min-Sec","Treatment",7178.5,7376.5,322.124846397583,1928
"1875","D331","Hu et al. (2022)",NA,NA,31.26666667,105.45,"Maize","Straw return",NA,"Degr-Min-Sec","Control",5700,5700,NA,1929
"1876","D331","Hu et al. (2022)",NA,NA,31.26666667,105.45,"Maize","Straw return",NA,"Degr-Min-Sec","Treatment",5730,5730,NA,1930
"1877","D331","Hu et al. (2022)",NA,NA,31.26666667,105.45,"Wheat","Straw return",NA,"Degr-Min-Sec","Control",2390,2390,NA,1931
"1878","D331","Hu et al. (2022)",NA,NA,31.26666667,105.45,"Wheat","Straw return",NA,"Degr-Min-Sec","Treatment",2690,2690,NA,1932
"1879","D331","Hua et al. (2018)",NA,NA,31.26666667,105.4666667,"Maize","Straw return",NA,"Degr-Min-Sec","Control",7200,7300,208.166599946613,1933
"1880","D331","Hua et al. (2018)",NA,NA,31.26666667,105.4666667,"Maize","Straw return",NA,"Degr-Min-Sec","Treatment",7700,7600,152.752523165195,1934
"1881","D331","Hua et al. (2018)",NA,NA,31.26666667,105.4666667,"Wheat","Straw return",NA,"Degr-Min-Sec","Control",3733.33333333333,3700,145.296631451356,1935
"1882","D331","Hua et al. (2018)",NA,NA,31.26666667,105.4666667,"Wheat","Straw return",NA,"Degr-Min-Sec","Treatment",3766.66666666667,3800,88.1917103688197,1936
"1883","D331","Huang et al. (2013)",NA,NA,39.8,116.4666667,"Maize","Straw return",NA,"Degr-Min-Sec","Control",5958.33333333333,6285,473.957921245242,1937
"1884","D331","Huang et al. (2013)",NA,NA,39.8,116.4666667,"Maize","Straw return",NA,"Degr-Min-Sec","Treatment",6170,6200,531.814504001787,1938
"1885","D331","Huang et al. (2013)",NA,NA,39.8,116.4666667,"Wheat","Straw return",NA,"Degr-Min-Sec","Control",4128.33333333333,4400,543.325664567557,1939
"1886","D331","Huang et al. (2013)",NA,NA,39.8,116.4666667,"Wheat","Straw return",NA,"Degr-Min-Sec","Treatment",4273.33333333333,4640,531.43620919584,1940
"1887","D331","Huang et al. (2015)","China",NA,36.93333333,116.6,"Maize","Straw return",NA,"Degr-Min-Sec","Control",7233.8,7058,250.801063261967,1941
"1888","D331","Huang et al. (2015)","China",NA,36.93333333,116.6,"Maize","Straw return",NA,"Degr-Min-Sec","Treatment",7394.1,7568.5,368.760670655402,1942
"1889","D331","Huang et al. (2015)","China",NA,36.93333333,116.6,"Wheat","Straw return",NA,"Degr-Min-Sec","Control",5512.9,5613.5,310.569349922221,1943
"1890","D331","Huang et al. (2015)","China",NA,36.93333333,116.6,"Wheat","Straw return",NA,"Degr-Min-Sec","Treatment",5295.3,5304.5,309.163101506848,1944
"1891","D331","Huang et al. (2017)",NA,NA,39.8,116.4666667,"Maize","Straw return",NA,"Degr-Min-Sec","Control",6186.372,6490,238.361680721506,1945
"1892","D331","Huang et al. (2017)",NA,NA,39.8,116.4666667,"Maize","Straw return",NA,"Degr-Min-Sec","Treatment",6524.86733333333,7000,271.966675760568,1946
"1893","D331","Huang et al. (2017)",NA,NA,39.8,116.4666667,"Wheat","Straw return",NA,"Degr-Min-Sec","Control",4090.656,4500,263.182235206674,1947
"1894","D331","Huang et al. (2017)",NA,NA,39.8,116.4666667,"Wheat","Straw return",NA,"Degr-Min-Sec","Treatment",4237.38533333333,4640.63,276.340504541678,1948
"1895","D331","Huang et al. (2022)",NA,NA,23.08333333,115,"Rice","Straw return",NA,"Degr-Min-Sec","Control",7206.75,7206.75,NA,1949
"1896","D331","Huang et al. (2022)",NA,NA,23.08333333,115,"Rice","Straw return",NA,"Degr-Min-Sec","Treatment",7255.05,7255.05,NA,1950
"1897","D331","Huang et al. (2022)",NA,NA,23.65,113.7166667,"Rice","Straw return",NA,"Degr-Min-Sec","Control",6966.75,6966.75,NA,1951
"1898","D331","Huang et al. (2022)",NA,NA,23.65,113.7166667,"Rice","Straw return",NA,"Degr-Min-Sec","Treatment",6905.1,6905.1,NA,1952
"1899","D331","Huifang et al. (2014)",NA,NA,36.17194444,117.1508333,"Maize","Straw return",NA,"Degr-Min-Sec","Control",6578.995,6578.995,176.385,1953
"1900","D331","Huifang et al. (2014)",NA,NA,36.17194444,117.1508333,"Maize","Straw return",NA,"Degr-Min-Sec","Treatment",7075.63,7075.63,41.5999999999999,1954
"1901","D331","Huo et al. (2006)",NA,NA,39.93333333,116,"Maize","Straw return",NA,"Degr-Min-Sec","Control",6841.05,6841.05,226.65,1955
"1902","D331","Huo et al. (2006)",NA,NA,39.93333333,116,"Maize","Straw return",NA,"Degr-Min-Sec","Treatment",7341.375,7341.375,43.7250000000004,1956
"1903","D331","Impact of annual straw management and fertilizer on agriculture ecosystem greenhouse gas emissions and productivity in wheat-maize rotation system",NA,NA,34.28333333,108.1166667,"Maize","Straw return",NA,"Degr-Min-Sec","Control",8220.78777777778,8619.35,247.118761742079,1957
"1904","D331","Impact of annual straw management and fertilizer on agriculture ecosystem greenhouse gas emissions and productivity in wheat-maize rotation system",NA,NA,34.28333333,108.1166667,"Maize","Straw return",NA,"Degr-Min-Sec","Treatment",8834.40777777778,9264.52,304.162063187893,1958
"1905","D331","Impact of annual straw management and fertilizer on agriculture ecosystem greenhouse gas emissions and productivity in wheat-maize rotation system",NA,NA,34.28333333,108.1166667,"Wheat","Straw return",NA,"Degr-Min-Sec","Control",5858.37,6008.58,276.967893737002,1959
"1906","D331","Impact of annual straw management and fertilizer on agriculture ecosystem greenhouse gas emissions and productivity in wheat-maize rotation system",NA,NA,34.28333333,108.1166667,"Wheat","Straw return",NA,"Degr-Min-Sec","Treatment",6423.46333333333,6716.74,337.030754424248,1960
"1907","D331","Impacts of synergistic mulching of straw and milk vetch on soil nutrients, enzyme activities and wheat yield in upland of Southwest China","China",NA,29.85,106.45,"Wheat","Straw return",NA,"Degr-Min-Sec","Control",3497.07,3497.07,NA,1961
"1908","D331","Impacts of synergistic mulching of straw and milk vetch on soil nutrients, enzyme activities and wheat yield in upland of Southwest China","China",NA,29.85,106.45,"Wheat","Straw return",NA,"Degr-Min-Sec","Treatment",3668.62,3668.62,NA,1962
"1909","D331","Influence of different tillage methods combined with straw-returning  on the purple soil carbon pool in the hill in middle Sichuan and the maize yields","China",NA,30.9549,104.628,"Maize","Straw return",NA,"Decimal","Control",6518.18,6518.18,839.17,1963
"1910","D331","Influence of different tillage methods combined with straw-returning  on the purple soil carbon pool in the hill in middle Sichuan and the maize yields","China",NA,30.9549,104.628,"Maize","Straw return",NA,"Decimal","Treatment",7310.63,7310.63,371.22,1964
"1911","D331","Influence of straw returning patterns on methane and nitrous oxide emission during wheat-growing season in a rice-wheat double cropping system",NA,NA,31.4625,120.4325,"Wheat","Straw return",NA,"Degr-Min-Sec","Control",5560,5560,NA,1965
"1912","D331","Influence of straw returning patterns on methane and nitrous oxide emission during wheat-growing season in a rice-wheat double cropping system",NA,NA,31.4625,120.4325,"Wheat","Straw return",NA,"Degr-Min-Sec","Treatment",5540,5540,NA,1966
"1913","D331","Intergrative effects of green manure and straw incorporation on greenhouse gas emissions and environmental performance under the typical rice cropping systems in Southern China","China",NA,31.45,120.4166667,"Rice","Straw return",NA,"Degr-Min-Sec","Control",9753.295,9753.295,151.985000000001,1969
"1914","D331","Intergrative effects of green manure and straw incorporation on greenhouse gas emissions and environmental performance under the typical rice cropping systems in Southern China","China",NA,31.45,120.4166667,"Rice","Straw return",NA,"Degr-Min-Sec","Treatment",10153.1,10153.1,144.9,1970
"1915","D331","Jiang et al. (2005)",NA,NA,37.65,120.52,"Maize","Straw return",NA,"Decimal","Control",9741.35,9741.35,NA,1971
"1916","D331","Jiang et al. (2005)",NA,NA,37.65,120.52,"Maize","Straw return",NA,"Decimal","Treatment",10138.25,10138.25,NA,1972
"1917","D331","Jiang et al. (2005)",NA,NA,37.65,120.52,"Wheat","Straw return",NA,"Decimal","Control",8123.85,8123.85,NA,1973
"1918","D331","Jiang et al. (2005)",NA,NA,37.65,120.52,"Wheat","Straw return",NA,"Decimal","Treatment",8149.35,8149.35,NA,1974
"1919","D331","Jiang et al. (2017)","China",NA,41.53333333,123.3833333,"Maize","Straw return",NA,"Degr-Min-Sec","Control",9790,9790,NA,1975
"1920","D331","Jiang et al. (2017)","China",NA,41.53333333,123.3833333,"Maize","Straw return",NA,"Degr-Min-Sec","Treatment",11841,11841,NA,1976
"1921","D331","Jingjing et al. (2021)",NA,NA,33.61666667,118.45,"Rice","Straw return",NA,"Degr-Min-Sec","Control",9379.475,9338.855,188.051699739726,1977
"1922","D331","Jingjing et al. (2021)",NA,NA,33.61666667,118.45,"Rice","Straw return",NA,"Degr-Min-Sec","Treatment",9684.7025,9532.205,192.955690352949,1978
"1923","D331","Kong et al. (2014)","China",NA,37.68388889,116.6230556,"Maize","Straw return",NA,"Degr-Min-Sec","Control",10230,10230,240,1979
"1924","D331","Kong et al. (2014)","China",NA,37.68388889,116.6230556,"Maize","Straw return",NA,"Degr-Min-Sec","Treatment",10555,10555,235,1980
"1925","D331","Kong et al. (2014)","China",NA,37.68388889,116.6230556,"Wheat","Straw return",NA,"Degr-Min-Sec","Control",7800,7800,230,1981
"1926","D331","Kong et al. (2014)","China",NA,37.68388889,116.6230556,"Wheat","Straw return",NA,"Degr-Min-Sec","Treatment",7910,7910,210,1982
"1927","D331","Kong et al. (2022)",NA,NA,34.2,108.1166667,"Wheat","Straw return",NA,"Degr-Min-Sec","Control",5997.71666666667,5763.7,369.948134127535,1983
"1928","D331","Kong et al. (2022)",NA,NA,34.2,108.1166667,"Wheat","Straw return",NA,"Degr-Min-Sec","Treatment",6631.27666666667,6208.9,492.456811450958,1984
"1929","D331","Li & Wu (2022)",NA,NA,31.8,117.55,"Rice","Straw return",NA,"Decimal","Control",8675,8635,292.532049526201,1985
"1930","D331","Li & Wu (2022)",NA,NA,31.8,117.55,"Rice","Straw return",NA,"Decimal","Treatment",9332.5,9330,157.869935917725,1986
"1931","D331","Li et al. (2014)","China",NA,41.13333333,121.35,"Maize","Straw return",NA,"Degr-Min-Sec","Control",9861.5,9861.5,115.5,1987
"1932","D331","Li et al. (2014)","China",NA,41.13333333,121.35,"Maize","Straw return",NA,"Degr-Min-Sec","Treatment",10636,10636,46,1988
"1933","D331","Li et al. (2014)",NA,NA,33.26477,116.5646,"Maize","Straw return",NA,"Decimal","Control",9077.475,9542.8,594.305440071293,1989
"1934","D331","Li et al. (2014)",NA,NA,33.26477,116.5646,"Maize","Straw return",NA,"Decimal","Treatment",9468.235,10011.235,612.168942698827,1990
"1935","D331","Li et al. (2014)",NA,NA,33.26477,116.5646,"Wheat","Straw return",NA,"Decimal","Control",7581.818,7628.1,97.4923923903808,1991
"1936","D331","Li et al. (2014)",NA,NA,33.26477,116.5646,"Wheat","Straw return",NA,"Decimal","Treatment",7639.67,7801.65,158.853395966218,1992
"1937","D331","Li et al. (2017)",NA,NA,36.06666667,111.5,"Wheat","Straw return",NA,"Degr-Min-Sec","Control",3151.725,3151.725,1413.795,1993
"1938","D331","Li et al. (2017)",NA,NA,36.06666667,111.5,"Wheat","Straw return",NA,"Degr-Min-Sec","Treatment",3262.07,3262.07,1455.17,1994
"1939","D331","Li et al. (2017)",NA,NA,43.6,122.3666667,"Maize","Straw return",NA,"Degr-Min-Sec","Control",11255,11255,245,1995
"1940","D331","Li et al. (2017)",NA,NA,43.6,122.3666667,"Maize","Straw return",NA,"Degr-Min-Sec","Treatment",12410,12410,490,1996
"1941","D331","Li et al. (2019)","China",NA,37.13333333,111.5,"Maize","Straw return",NA,"Degr-Min-Sec","Control",5365,5365,398.949036010031,1997
"1942","D331","Li et al. (2019)","China",NA,37.13333333,111.5,"Maize","Straw return",NA,"Degr-Min-Sec","Treatment",6058.75,5969.5,379.150228581407,1998
"1943","D331","Li et al. (2019)",NA,NA,36.15,117.15,"Maize","Straw return",NA,"Degr-Min-Sec","Control",9381.61,9381.61,123.96,1999
"1944","D331","Li et al. (2019)",NA,NA,36.15,117.15,"Maize","Straw return",NA,"Degr-Min-Sec","Treatment",10556.645,10556.645,65.5950000000003,2000
"1945","D331","Li et al. (2019)",NA,NA,36.15,117.15,"Wheat","Straw return",NA,"Degr-Min-Sec","Control",7753.2,7753.2,567,2001
"1946","D331","Li et al. (2019)",NA,NA,36.15,117.15,"Wheat","Straw return",NA,"Degr-Min-Sec","Treatment",9050.35,9050.35,1290.45,2002
"1947","D331","Li et al. (2020)","China",NA,34.33333333,108.4,"Maize","Straw return",NA,"Degr-Min-Sec","Control",8244.674,8574.47,834.170613307614,2003
"1948","D331","Li et al. (2020)","China",NA,34.33333333,108.4,"Maize","Straw return",NA,"Degr-Min-Sec","Treatment",9106.384,10010.6,720.348646875942,2004
"1949","D331","Li et al. (2020)",NA,NA,35.2,107.6666667,"Maize","Straw return",NA,"Degr-Min-Sec","Control",14441.3733333333,14405.33,1520.01894951273,2005
"1950","D331","Li et al. (2020)",NA,NA,35.2,107.6666667,"Maize","Straw return",NA,"Degr-Min-Sec","Treatment",15611.5433333333,15780.32,1306.32487070067,2006
"1951","D331","Li et al. (2021)","China",NA,32.1,112.4,"Rice","Straw return",NA,"Decimal","Control",9045,9045,315,2007
"1952","D331","Li et al. (2021)","China",NA,32.1,112.4,"Rice","Straw return",NA,"Decimal","Treatment",10205,10205,395,2008
"1953","D331","Li et al. (2021)","China",NA,32.1,112.4,"Wheat","Straw return",NA,"Decimal","Control",4715,4715,75,2009
"1954","D331","Li et al. (2021)","China",NA,32.1,112.4,"Wheat","Straw return",NA,"Decimal","Treatment",5660,5660,140,2010
"1955","D331","Li et al. (2022)",NA,NA,36.3,117.2,"Wheat","Straw return",NA,"Degr-Min-Sec","Control",8297.94,8162.085,330.590259056938,2011
"1956","D331","Li et al. (2022)",NA,NA,36.3,117.2,"Wheat","Straw return",NA,"Degr-Min-Sec","Treatment",9491.1825,9449.985,308.387463411831,2012
"1957","D331","Liang et al. (2008)",NA,NA,41.48,123.25,"Maize","Straw return",NA,"Decimal","Control",9953.88666666667,9964.76,21.0206321926287,2013
"1958","D331","Liang et al. (2008)",NA,NA,41.48,123.25,"Maize","Straw return",NA,"Decimal","Treatment",10087.22,10093.38,11.2549500221014,2014
"1959","D331","Liu et al. (2011)","China",NA,34.92516667,110.7098333,"Maize","Straw return",NA,"Degr-Min-Sec","Control",7600,7600,NA,2015
"1960","D331","Liu et al. (2011)","China",NA,34.92516667,110.7098333,"Maize","Straw return",NA,"Degr-Min-Sec","Treatment",7506,7506,NA,2016
"1961","D331","Liu et al. (2011)","China",NA,34.92516667,110.7098333,"Wheat","Straw return",NA,"Degr-Min-Sec","Control",5585,5585,NA,2017
"1962","D331","Liu et al. (2011)","China",NA,34.92516667,110.7098333,"Wheat","Straw return",NA,"Degr-Min-Sec","Treatment",6116,6116,NA,2018
"1963","D331","Liu et al. (2013)",NA,NA,41.1737,121.35705,"Maize","Straw return",NA,"Decimal","Control",10333.3,9977.2,476.451854860488,2019
"1964","D331","Liu et al. (2013)",NA,NA,41.1737,121.35705,"Maize","Straw return",NA,"Decimal","Treatment",10914.0333333333,10681.9,279.293402078253,2020
"1965","D331","Liu et al. (2014)",NA,NA,37.15,116.4333333,"Maize","Straw return",NA,"Degr-Min-Sec","Control",8907.77,8907.77,NA,2021
"1966","D331","Liu et al. (2014)",NA,NA,37.15,116.4333333,"Maize","Straw return",NA,"Degr-Min-Sec","Treatment",9654.12,9654.12,NA,2022
"1967","D331","Liu et al. (2016)",NA,NA,30.1,104.5833333,"Maize","Straw return",NA,"Degr-Min-Sec","Control",6834,6834,NA,2025
"1968","D331","Liu et al. (2016)",NA,NA,30.1,104.5833333,"Maize","Straw return",NA,"Degr-Min-Sec","Treatment",6757,6757,NA,2026
"1969","D331","Liu et al. (2016)",NA,NA,31.26666667,105.45,"Maize","Straw return",NA,"Degr-Min-Sec","Control",5600,5600,NA,2027
"1970","D331","Liu et al. (2016)",NA,NA,31.26666667,105.45,"Maize","Straw return",NA,"Degr-Min-Sec","Treatment",7520,7520,NA,2028
"1971","D331","Liu et al. (2016)",NA,NA,31.26666667,105.45,"Wheat","Straw return",NA,"Degr-Min-Sec","Control",2800,2800,NA,2029
"1972","D331","Liu et al. (2016)",NA,NA,31.26666667,105.45,"Wheat","Straw return",NA,"Degr-Min-Sec","Treatment",3400,3400,NA,2030
"1973","D331","Liu et al. (2017)",NA,NA,34.3,108.0666667,"Maize","Straw return",NA,"Degr-Min-Sec","Control",5049.58333333333,4897,392.677936087449,2031
"1974","D331","Liu et al. (2017)",NA,NA,34.3,108.0666667,"Maize","Straw return",NA,"Degr-Min-Sec","Treatment",5952.66666666667,5946.5,390.351654462248,2032
"1975","D331","Liu et al. (2017)",NA,NA,34.3,108.0666667,"Wheat","Straw return",NA,"Degr-Min-Sec","Control",3475.75,3504,331.15020223366,2033
"1976","D331","Liu et al. (2017)",NA,NA,34.3,108.0666667,"Wheat","Straw return",NA,"Degr-Min-Sec","Treatment",3440.08333333333,3741.5,310.999499617968,2034
"1977","D331","Liu et al. (2018)",NA,NA,35.65,107.200832,"Maize","Straw return",NA,"Decimal","Control",10125,10125,NA,2035
"1978","D331","Liu et al. (2018)",NA,NA,35.65,107.200832,"Maize","Straw return",NA,"Decimal","Treatment",10822.5,10822.5,NA,2036
"1979","D331","Lou et al. (2011)",NA,NA,41.66666667,119.4666667,"Maize","Straw return",NA,"Degr-Min-Sec","Control",2320,2320,1708,2039
"1980","D331","Lou et al. (2011)",NA,NA,41.66666667,119.4666667,"Maize","Straw return",NA,"Degr-Min-Sec","Treatment",3156,3156,2284,2040
"1981","D331","Lu (2015)",NA,NA,40.20222222,118.3008333,"Maize","Straw return",NA,"Degr-Min-Sec","Control",12610,12610,NA,2041
"1982","D331","Lu (2015)",NA,NA,40.20222222,118.3008333,"Maize","Straw return",NA,"Degr-Min-Sec","Treatment",13120,13120,NA,2042
"1983","D331","Lu et al. (2019)",NA,NA,32.43333333,119,"Maize","Straw return",NA,"Degr-Min-Sec","Control",5782.855,5782.855,205.715,2043
"1984","D331","Lu et al. (2019)",NA,NA,32.43333333,119,"Maize","Straw return",NA,"Degr-Min-Sec","Treatment",6377.14,6377.14,83.8099999999999,2044
"1985","D331","Lujiu (2001)","China",NA,32.658297,115.595644,"Maize","Straw return",NA,"Decimal","Control",6030,6030,NA,2045
"1986","D331","Lujiu (2001)","China",NA,32.658297,115.595644,"Maize","Straw return",NA,"Decimal","Treatment",5970,5970,NA,2046
"1987","D331","Lujiu (2001)","China",NA,32.658297,115.595644,"Wheat","Straw return",NA,"Decimal","Control",5975,5975,NA,2047
"1988","D331","Lujiu (2001)","China",NA,32.658297,115.595644,"Wheat","Straw return",NA,"Decimal","Treatment",6900,6900,NA,2048
"1989","D331","Luo et al. (2005)","China",NA,35.65,107.85,"Maize","Straw return",NA,"Degr-Min-Sec","Control",8330,8390,576.59922534345,2049
"1990","D331","Luo et al. (2005)","China",NA,35.65,107.85,"Maize","Straw return",NA,"Degr-Min-Sec","Treatment",8637.5,8690,855.437266353686,2050
"1991","D331","Luo et al. (2005)","China",NA,35.65,107.85,"Wheat","Straw return",NA,"Degr-Min-Sec","Control",3550,4360,1021.87735728576,2051
"1992","D331","Luo et al. (2005)","China",NA,35.65,107.85,"Wheat","Straw return",NA,"Degr-Min-Sec","Treatment",3573.33333333333,4550,1150.85958212884,2052
"1993","D331","Luo et al. (2021)","China",NA,34.33333333,108.4,"Maize","Straw return",NA,"Degr-Min-Sec","Control",5897.4475,5640.995,449.55527070975,2055
"1994","D331","Luo et al. (2021)","China",NA,34.33333333,108.4,"Maize","Straw return",NA,"Degr-Min-Sec","Treatment",8119.65,8034.185,470.710871785077,2056
"1995","D331","Luo et al. (2021)","China",NA,34.33333333,108.4,"Wheat","Straw return",NA,"Degr-Min-Sec","Control",6200,6000,739.369100427294,2057
"1996","D331","Luo et al. (2021)","China",NA,34.33333333,108.4,"Wheat","Straw return",NA,"Degr-Min-Sec","Treatment",6900,7000,412.310562561766,2058
"1997","D331","Lyu et al. (2016)",NA,NA,43.93791667,126.4673889,"Maize","Straw return",NA,"Degr-Min-Sec","Control",13306.9666666667,13339,413.664116296194,2059
"1998","D331","Lyu et al. (2016)",NA,NA,43.93791667,126.4673889,"Maize","Straw return",NA,"Degr-Min-Sec","Treatment",13279.3333333333,12836.4,549.426750754316,2060
"1999","D331","Ma et al. (2008)",NA,NA,31.96666667,119.3,"Rice","Straw return",NA,"Degr-Min-Sec","Control",5260,5260,0,2061
"2000","D331","Ma et al. (2008)",NA,NA,31.96666667,119.3,"Rice","Straw return",NA,"Degr-Min-Sec","Treatment",6205,6205,475,2062
"2001","D331","Ma et al. (2009)",NA,NA,31.28333333,119.9,"Rice","Straw return",NA,"Degr-Min-Sec","Control",6960,6960,161.658075373095,2063
"2002","D331","Ma et al. (2009)",NA,NA,31.28333333,119.9,"Rice","Straw return",NA,"Degr-Min-Sec","Treatment",6907.5,6765,206.251262622398,2064
"2003","D331","Ma et al. (2009)",NA,NA,31.96666667,119.3,"Rice","Straw return",NA,"Degr-Min-Sec","Control",5260,5260,0,2065
"2004","D331","Ma et al. (2009)",NA,NA,31.96666667,119.3,"Rice","Straw return",NA,"Degr-Min-Sec","Treatment",5520,5520,210,2066
"2005","D331","Ma et al. (2010)",NA,NA,31.96666667,119.3,"Wheat","Straw return",NA,"Degr-Min-Sec","Control",5570,5570,340.636658821879,2067
"2006","D331","Ma et al. (2010)",NA,NA,31.96666667,119.3,"Wheat","Straw return",NA,"Degr-Min-Sec","Treatment",5967.5,5785,528.084194676064,2068
"2007","D331","Ma et al. (2019)",NA,NA,31.55916667,120.7077778,"Rice","Straw return",NA,"Degr-Min-Sec","Control",6320,6320,90,2069
"2008","D331","Ma et al. (2019)",NA,NA,31.55916667,120.7077778,"Rice","Straw return",NA,"Degr-Min-Sec","Treatment",5935,5935,285,2070
"2009","D331","Ma et al. (2019)",NA,NA,31.55916667,120.7077778,"Wheat","Straw return",NA,"Degr-Min-Sec","Control",3440,3440,20,2071
"2010","D331","Ma et al. (2019)",NA,NA,31.55916667,120.7077778,"Wheat","Straw return",NA,"Degr-Min-Sec","Treatment",3550,3550,220,2072
"2011","D331","Ma et al. (2020)","China",NA,41.62,123.46,"Maize","Straw return",NA,"Decimal","Control",11764.87,11764.87,0,2073
"2012","D331","Ma et al. (2020)","China",NA,41.62,123.46,"Maize","Straw return",NA,"Decimal","Treatment",13074.2866666667,12732.73,737.981513551962,2074
"2013","D331","Mei et al. (2017)",NA,NA,41.98333333,123,"Maize","Straw return",NA,"Degr-Min-Sec","Control",10840.9,10840.9,781.6,2077
"2014","D331","Mei et al. (2017)",NA,NA,41.98333333,123,"Maize","Straw return",NA,"Degr-Min-Sec","Treatment",9694.87,9694.87,1188.13,2078
"2015","D331","Meng et al. (2021)","China",NA,34.5,108.1666667,"Maize","Straw return",NA,"Degr-Min-Sec","Control",8870.66666666667,9326.5,404.094260930753,2079
"2016","D331","Meng et al. (2021)","China",NA,34.5,108.1666667,"Maize","Straw return",NA,"Degr-Min-Sec","Treatment",9514.33333333333,9854.5,468.708336869001,2080
"2017","D331","Mu et al. (2016)","China",NA,34.95,113.15,"Maize","Straw return",NA,"Degr-Min-Sec","Control",7835,7835,165,2081
"2018","D331","Mu et al. (2016)","China",NA,34.95,113.15,"Maize","Straw return",NA,"Degr-Min-Sec","Treatment",8285,8285,215,2082
"2019","D331","Mu et al. (2016)","China",NA,34.95,113.15,"Wheat","Straw return",NA,"Degr-Min-Sec","Control",9076.66666666667,9150,110.20183503211,2083
"2020","D331","Mu et al. (2016)","China",NA,34.95,113.15,"Wheat","Straw return",NA,"Degr-Min-Sec","Treatment",9493.33333333333,9620,200.776271285008,2084
"2021","D331","N budget of a cultivated land in wheat-maize rotation district on the Guanzhong Plain of Shaanxi province","China",NA,34.06666667,108.0333333,"Maize","Straw return",NA,"Degr-Min-Sec","Control",8483,8668,464.921713840083,2085
"2022","D331","N budget of a cultivated land in wheat-maize rotation district on the Guanzhong Plain of Shaanxi province","China",NA,34.06666667,108.0333333,"Maize","Straw return",NA,"Degr-Min-Sec","Treatment",8931,8393,600.795056570874,2086
"2023","D331","N budget of a cultivated land in wheat-maize rotation district on the Guanzhong Plain of Shaanxi province","China",NA,34.06666667,108.0333333,"Wheat","Straw return",NA,"Degr-Min-Sec","Control",5734.6,5947,321.913746211621,2087
"2024","D331","N budget of a cultivated land in wheat-maize rotation district on the Guanzhong Plain of Shaanxi province","China",NA,34.06666667,108.0333333,"Wheat","Straw return",NA,"Degr-Min-Sec","Treatment",6724.6,7080,638.519662970531,2088
"2025","D331","Nan et al. (2020)",NA,NA,30.36666667,119.85,"Rice","Straw return",NA,"Degr-Min-Sec","Control",10490.2,10411.8,135.468421904639,2089
"2026","D331","Nan et al. (2020)",NA,NA,30.36666667,119.85,"Rice","Straw return",NA,"Degr-Min-Sec","Treatment",11131.8666666667,11117.6,123.70106888966,2090
"2027","D331","Ning et al. (2007)",NA,NA,41.516827,122.765409,"Maize","Straw return",NA,"Decimal","Control",12342.7,12342.7,NA,2091
"2028","D331","Ning et al. (2007)",NA,NA,41.516827,122.765409,"Maize","Straw return",NA,"Decimal","Treatment",12254.2,12254.2,NA,2092
"2029","D331","Peng et al. (2010)",NA,NA,35,114,"Maize","Straw return",NA,"Decimal","Control",9223.4,10500,854.259656076535,2093
"2030","D331","Peng et al. (2010)",NA,NA,35,114,"Maize","Straw return",NA,"Decimal","Treatment",9984.6,11477,1004.28166367807,2094
